"","blue","green","red","vnir","NDAVI","ind24","NDWI","WAVI","DII_blue_green","DII_blue_red","DII_green_red","depth","TOT","TSG","TMA","class"
"295",0.084078804,0.113872439,0.023240337,0.003773299,-0.914098859,-0.935853183,0.935853183,-1.080956221,0.196648851,0.742699742,0.391311228,-2.93793726,0.7,0.7,0,"Bare"
"296",0.102011025,0.127494559,0.029358774,0.004558819,-0.914444506,-0.930954874,0.930954874,-1.096773982,0.250978202,0.736067712,0.34502098,-2.179899693,6.55,1,1.3,"MA Low"
"297",0.097251944,0.119736366,0.026369423,0.003041202,-0.939353764,-0.950459957,0.950459957,-1.189785361,0.280430764,0.780172884,0.355431348,-2.161418915,2.3,1.2,0.7,"Bare"
"298",0.09751302,0.123615652,0.026846213,0.004792185,-0.906315923,-0.925359905,0.925359905,-1.045597911,0.2438896,0.76752156,0.37510258,-2.228825808,25.2,12.2,1,"SG Low"
"299",0.09751302,0.123615652,0.026846213,0.004792185,-0.906315923,-0.925359905,0.925359905,-1.045597911,0.2438896,0.76752156,0.37510258,-2.228825808,13.62,3.92,1.2,"SG Low"
"300",0.074219324,0.105408162,0.027972126,0.002940084,-0.923791945,-0.945729017,0.945729017,-1.214667678,0.166931763,0.459408402,0.187763885,-2.442392349,19.9,18,1.9,"SG Low"
"301",0.068612009,0.098907031,0.0260562,0.002939333,-0.917839885,-0.9422791,0.9422791,-1.195884228,0.166683838,0.441559553,0.17246367,-2.407666922,32.5,31.75,0.75,"SG Low"
"302",0.072888181,0.103590541,0.026417265,0.003875445,-0.899029136,-0.927875876,0.927875876,-1.116200209,0.170230463,0.490243495,0.209349528,-2.424032688,6.55,3.1,3.45,"MA Low"
"303",0.071816951,0.104628034,0.026176242,0.003523855,-0.906455636,-0.934835076,0.934835076,-1.144056201,0.143165752,0.483279705,0.225562036,-2.419490337,16.95,14.9,2.05,"SG Low"
"304",0.073816448,0.107354864,0.028928053,0.001653664,-0.956176996,-0.969659925,0.969659925,-1.337779164,0.13897793,0.425214052,0.183160543,-2.42248702,3.7,3.4,0.3,"Bare"
"305",0.048424885,0.066551886,0.020699456,0.002846991,-0.888945282,-0.917952836,0.917952836,-1.137271285,0.30560115,0.290023625,-0.066871807,-2.066521406,0,0,0,"Bare"
"306",0.0480197,0.068515584,0.023812018,0.003197196,-0.87515074,-0.910833299,0.910833299,-1.144877195,0.261427641,0.161764339,-0.13326931,-2.086742163,20.85,20.5,0.35,"SG Low"
"307",0.049096458,0.069433302,0.020340178,0.003080709,-0.881913483,-0.915031314,0.915031314,-1.105389476,0.267235965,0.318777859,-0.012553229,-2.078496933,40.5,39.25,1.25,"SG Low"
"308",0.047487438,0.067601815,0.021898344,0.002847844,-0.886845052,-0.919152379,0.919152379,-1.154753685,0.266797543,0.222300932,-0.089593895,-2.077376604,56.25,55.25,1,"SG High"
"309",0.045737676,0.067207664,0.022137221,0.003548527,-0.856003225,-0.899697065,0.899697065,-1.085545301,0.236447901,0.175475255,-0.102836072,-2.10108161,41.25,39.5,1.75,"SG Low"
"310",0.058852676,0.081318513,0.021293847,0.002690494,-0.912565649,-0.935947478,0.935947478,-1.163468719,0.254118949,0.460824102,0.114224173,-1.955779076,28.05,4.05,24,"MA Low"
"311",0.058852676,0.081318513,0.021293847,0.002690494,-0.912565649,-0.935947478,0.935947478,-1.163468719,0.254118949,0.460824102,0.114224173,-1.955779076,25.65,0.5,25.15,"MA Low"
"312",0.058852676,0.081318513,0.021293847,0.002690494,-0.912565649,-0.935947478,0.935947478,-1.163468719,0.254118949,0.460824102,0.114224173,-1.955779076,30.8,0,30.8,"MA Low"
"313",0.055345573,0.080269106,0.022982804,0.003279359,-0.888124108,-0.92149806,0.92149806,-1.125389695,0.208656162,0.334076136,0.049212057,-1.918500423,29.95,0.9,29.05,"MA Low"
"314",0.056022357,0.078822926,0.023585895,0.002927794,-0.9006688,-0.928372622,0.928372622,-1.168722749,0.24317503,0.324067742,0.013376627,-1.908346295,27.8,0,27.8,"MA Low"
"315",0.096979842,0.121226713,0.0380494,0.002840529,-0.943087161,-0.954209864,0.954209864,-1.291596889,0.26241225,0.463634819,0.117881961,-1.362627268,100,100,0,"SG High"
"316",0.091824688,0.113086201,0.034352098,0.003771524,-0.921094716,-0.935451031,0.935451031,-1.203213573,0.293298423,0.496475518,0.118041821,-1.392737508,100,100,0,"SG High"
"317",0.088530168,0.110893808,0.036623187,0.004708759,-0.898995876,-0.918535411,0.918535411,-1.158223748,0.28084299,0.405162632,0.054831214,-1.522036433,100,100,0,"SG High"
"318",0.099220529,0.125482619,0.037452564,0.004821669,-0.907313228,-0.925993681,0.925993681,-1.157829165,0.242809057,0.500003994,0.163162529,-1.360912085,98,98,0,"SG High"
"319",0.093147129,0.115801118,0.035306364,0.004354812,-0.910672307,-0.927514017,0.927514017,-1.170598865,0.278414339,0.487330675,0.123090461,-1.340193152,100,100,0,"SG High"
"320",0.1029137,0.131925985,0.039360523,0.003890196,-0.927152514,-0.942713797,0.942713797,-1.230164289,0.217758179,0.494035929,0.179370165,-1.313346028,99,99,0,"SG High"
"321",0.090504095,0.115542941,0.03554504,0.003772101,-0.919977665,-0.936770737,0.936770737,-1.212178826,0.252374768,0.452780902,0.116266459,-1.303931475,98,98,0,"SG High"
"322",0.090504095,0.115542941,0.03554504,0.003772101,-0.919977665,-0.936770737,0.936770737,-1.212178826,0.252374768,0.452780902,0.116266459,-1.303931475,100,100,0,"SG High"
"323",0.091030955,0.116058759,0.035782419,0.003887927,-0.918078959,-0.935172379,0.935172379,-1.205982327,0.252699882,0.452890396,0.116184227,-1.302711368,100,100,0,"SG High"
"324",0.095786549,0.120191365,0.0368549,0.004354057,-0.913041115,-0.930080831,0.930080831,-1.183025956,0.260582447,0.478545189,0.131044641,-1.335275292,100,100,0,"SG High"
"325",0.096312635,0.122900449,0.037211426,0.003420635,-0.931404352,-0.945842206,0.945842206,-1.247443199,0.238640979,0.475785196,0.146772444,-1.331338406,100,100,0,"SG High"
"326",0.091160208,0.117736682,0.034946408,0.003770201,-0.920569181,-0.937942564,0.937942564,-1.207861662,0.23646161,0.474536806,0.146651313,-1.351104736,98,98,0,"SG High"
"327",0.099618509,0.121485069,0.03816881,0.003190495,-0.937933564,-0.94881922,0.94881922,-1.268577218,0.28663829,0.487798691,0.117875241,-1.341964841,100,100,0,"SG High"
"328",0.087986775,0.11373131,0.033158399,0.004120323,-0.910531878,-0.930076122,0.930076122,-1.168417573,0.243606374,0.484041303,0.147835419,-1.407329082,99,96,3,"SG High"
"329",0.089970715,0.115152933,0.031846244,0.003770381,-0.919557571,-0.936591387,0.936591387,-1.182419538,0.250623107,0.540885746,0.1877774,-1.450425625,100,96,4,"SG High"
"330",0.095392503,0.119417772,0.033756439,0.003888478,-0.921667218,-0.936929762,0.936929762,-1.190119267,0.264403224,0.549560606,0.184441507,-1.457915545,100,100,0,"SG High"
"331",0.094866306,0.118902318,0.034592092,0.004355552,-0.912205815,-0.929326177,0.929326177,-1.164507151,0.264192998,0.523106098,0.163448632,-1.467180133,100,100,0,"SG High"
"332",0.091824688,0.113086201,0.034352098,0.003771524,-0.921094716,-0.935451031,0.935451031,-1.203213573,0.293298423,0.496475518,0.118041821,-1.392737508,100,95,5,"SG High"
"333",0.087143861,0.109695762,0.029196292,0.003052804,-0.932307839,-0.945847571,0.945847571,-1.216010213,0.278421909,0.583295524,0.198440582,-2.204841375,100,100,0,"SG High"
"334",0.089658886,0.114223436,0.028480476,0.00281978,-0.939017713,-0.95181644,0.95181644,-1.229735851,0.257120818,0.632986367,0.255804986,-2.186273813,100,51,49,"SG High"
"335",0.087143861,0.109695762,0.029196292,0.003052804,-0.932307839,-0.945847571,0.945847571,-1.216010213,0.278421909,0.583295524,0.198440582,-2.204841375,100,58,42,"SG High"
"336",0.084626876,0.105681598,0.027047522,0.003752237,-0.9150877,-0.931424558,0.931424558,-1.134519577,0.294972241,0.619395554,0.213264406,-2.227843285,100,51,49,"SG High"
"337",0.088068001,0.112282105,0.028956266,0.003518274,-0.923170269,-0.939235508,0.939235508,-1.174981594,0.260304451,0.600907624,0.227370799,-2.317042589,100,42,58,"MA High"
"338",0.09394519,0.116837598,0.037573762,0.00330765,-0.931978345,-0.944939137,0.944939137,-1.257274747,0.275984377,0.442606211,0.089578152,-1.368813992,100,100,0,"SG High"
"339",0.088068001,0.112282105,0.028956266,0.003518274,-0.923170269,-0.939235508,0.939235508,-1.174981594,0.260304451,0.600907624,0.227370799,-2.317042589,100,60,40,"SG High"
"340",0.088595867,0.112798654,0.029910177,0.004217312,-0.909122586,-0.92791903,0.92791903,-1.129274368,0.260634273,0.579151332,0.209869429,-2.411277056,100,58,43,"SG High"
"341",0.088595867,0.112798654,0.029910177,0.004217312,-0.909122586,-0.92791903,0.92791903,-1.129274368,0.260634273,0.579151332,0.209869429,-2.411277056,100,59,42,"SG High"
"342",0.09190312,0.115901791,0.030984327,0.003401298,-0.928622425,-0.942980528,0.942980528,-1.203251243,0.263900101,0.585612774,0.212960467,-2.397259474,100,51,49,"SG High"
"343",0.090578832,0.115254506,0.031460498,0.002934104,-0.937247097,-0.950348794,0.950348794,-1.244078636,0.256274849,0.558049202,0.196965232,-2.483106136,100,71,29,"SG High"
"344",0.0933531,0.115899727,0.032294516,0.003866194,-0.920464456,-0.9354375,0.9354375,-1.179249048,0.279576093,0.565830886,0.184714675,-2.586531639,97,67,30,"SG High"
"345",0.090049267,0.109821923,0.030147774,0.00409996,-0.912905097,-0.92802155,0.92802155,-1.14085567,0.309804559,0.588653207,0.177732393,-2.495542288,100,53,47,"SG High"
"346",0.090049267,0.109821923,0.030147774,0.00409996,-0.912905097,-0.92802155,0.92802155,-1.14085567,0.309804559,0.588653207,0.177732393,-2.495542288,98,63,35,"SG High"
"347",0.086475238,0.104771346,0.028476713,0.003633362,-0.919355929,-0.932966709,0.932966709,-1.160539985,0.327219546,0.596945167,0.169518858,-2.512746572,100,62,39,"SG High"
"348",0.086211905,0.10801021,0.027880706,0.00386713,-0.914139211,-0.930868387,0.930868387,-1.134577036,0.28671822,0.611993074,0.214380786,-2.44517684,96,66,30,"SG High"
"349",0.094338514,0.121226236,0.036738005,0.003423091,-0.929970622,-0.945076466,0.945076466,-1.244297981,0.234803468,0.466030568,0.141783223,-1.423862815,97,97,0,"SG High"
"350",0.086211905,0.10801021,0.027880706,0.00386713,-0.914139211,-0.930868387,0.930868387,-1.134577036,0.28671822,0.611993074,0.214380786,-2.44517684,100,57,43,"SG High"
"351",0.084222689,0.105418891,0.028237723,0.003866374,-0.912216723,-0.929242551,0.929242551,-1.13870275,0.293246388,0.577762485,0.181424618,-2.524872541,100,74,26,"SG High"
"352",0.084222689,0.105418891,0.028237723,0.003866374,-0.912216723,-0.929242551,0.929242551,-1.13870275,0.293246388,0.577762485,0.181424618,-2.524872541,96,75,21,"SG High"
"353",0.087002873,0.110079408,0.027640076,0.002932954,-0.934776723,-0.948094964,0.948094964,-1.212201834,0.272508055,0.628542542,0.239264995,-2.608294964,100,69,31,"SG High"
"354",0.087002873,0.110079408,0.027640076,0.002932954,-0.934776723,-0.948094964,0.948094964,-1.212201834,0.272508055,0.628542542,0.239264995,-2.608294964,99,54,44,"SG High"
"355",0.084884152,0.110079668,0.0294307,0.002933148,-0.933198869,-0.948091745,0.948091745,-1.228108883,0.247851416,0.550180614,0.19648391,-2.594878912,100,59,41,"SG High"
"356",0.091500059,0.112666115,0.030503619,0.003398827,-0.928369522,-0.941432297,0.941432297,-1.199240565,0.294334918,0.594595909,0.195303172,-2.668791294,100,61,39,"SG High"
"357",0.090049267,0.109821923,0.030147774,0.00409996,-0.912905097,-0.92802155,0.92802155,-1.14085567,0.309804559,0.588653207,0.177732393,-2.495542288,100,34,66,"MA High"
"358",0.085550152,0.106974564,0.028597144,0.004333716,-0.903570771,-0.9221313,0.9221313,-1.105198622,0.290864497,0.582579017,0.18745327,-2.431111336,100,48,53,"MA High"
"359",0.082898796,0.105549268,0.028477246,0.003750336,-0.913436294,-0.931375146,0.931375146,-1.150888801,0.275882125,0.554691613,0.176903635,-2.467467785,100,64,36,"SG High"
"360",0.099220529,0.125482619,0.037452564,0.004821669,-0.907313228,-0.925993681,0.925993681,-1.157829165,0.242809057,0.500003994,0.163162529,-1.360912085,100,100,0,"SG High"
"361",0.08581204,0.107749894,0.027401863,0.003866181,-0.913776577,-0.930723548,0.930723548,-1.129060745,0.285037547,0.622166693,0.223775297,-2.542727709,100,95.5,4.5,"SG High"
"362",0.087399565,0.109690905,0.02847537,0.003749014,-0.917738378,-0.933903098,0.933903098,-1.150977254,0.281406343,0.607617736,0.215437144,-2.620227575,100,100,0,"SG High"
"363",0.077198625,0.096994013,0.025614768,0.003052569,-0.923924625,-0.938977063,0.938977063,-1.180552602,0.308623433,0.574093163,0.164578408,-2.292705536,100,100,0,"SG High"
"364",0.077464744,0.094917089,0.023345919,0.003285976,-0.918614328,-0.933077931,0.933077931,-1.129845023,0.338691235,0.656889856,0.206146717,-2.25477767,98.25,95.25,3,"SG High"
"365",0.07918635,0.098419458,0.025971072,0.003167849,-0.923067689,-0.937632978,0.937632978,-1.173853874,0.316099197,0.587695837,0.169752285,-2.401683092,100,100,0,"SG High"
"366",0.0750672,0.095043369,0.026208784,0.003167089,-0.919035792,-0.935504019,0.935504019,-1.17656219,0.305616528,0.52647984,0.128637001,-2.484496832,100,100,0,"SG High"
"367",0.07918635,0.098419458,0.025971072,0.003167849,-0.923067689,-0.937632978,0.937632978,-1.173853874,0.316099197,0.587695837,0.169752285,-2.401683092,100,100,0,"SG High"
"368",0.077727683,0.098031059,0.025255442,0.003051808,-0.92444104,-0.939617693,0.939617693,-1.176569581,0.302370816,0.593010604,0.184842393,-2.36716485,100,89.5,10.5,"SG High"
"369",0.07692986,0.09400592,0.024299501,0.003751052,-0.907015145,-0.923257589,0.923257589,-1.098825932,0.343628138,0.615707815,0.169214889,-2.424888849,100,94.75,5.25,"SG High"
"370",0.099749431,0.123677917,0.037572488,0.00353987,-0.931457162,-0.944349468,0.944349468,-1.24169302,0.265945584,0.502585053,0.146497086,-1.403139234,100,100,0,"SG High"
"371",0.07692986,0.09400592,0.024299501,0.003751052,-0.907015145,-0.923257589,0.923257589,-1.098825932,0.343628138,0.615707815,0.169214889,-2.424888849,100,85.75,14.25,"SG High"
"372",0.076266229,0.093616575,0.024419211,0.003168223,-0.920230508,-0.934530556,0.934530556,-1.155471087,0.340069652,0.602839112,0.16171509,-2.390139341,100,84.75,15.25,"SG High"
"373",0.076396935,0.091536537,0.024059804,0.003400676,-0.914767444,-0.928359449,0.928359449,-1.128483176,0.36942184,0.617238164,0.149351925,-2.452470064,100,98,2,"SG High"
"374",0.07918635,0.098419458,0.025971072,0.003167849,-0.923067689,-0.937632978,0.937632978,-1.173853874,0.316099197,0.587695837,0.169752285,-2.401683092,100,93.75,6.25,"SG High"
"375",0.074935913,0.094135202,0.026090199,0.003400869,-0.913173139,-0.930264354,0.930264354,-1.154044151,0.315676719,0.528609514,0.122126654,-2.432116985,100,69,31,"SG High"
"376",0.076395333,0.094783366,0.025253249,0.003749924,-0.90642184,-0.923885107,0.923885107,-1.112119317,0.326524198,0.575795054,0.151211143,-2.512485981,100,81,19,"SG High"
"377",0.078653902,0.094654106,0.024417831,0.003400483,-0.917116344,-0.930640996,0.930640996,-1.133283019,0.357338518,0.633714497,0.172775418,-2.488840342,100,81.25,18.75,"SG High"
"378",0.078653902,0.094654106,0.024417831,0.003400483,-0.917116344,-0.930640996,0.930640996,-1.133283019,0.357338518,0.633714497,0.172775418,-2.488840342,100,91.5,8.5,"SG High"
"379",0.076128617,0.094393156,0.023819543,0.004099342,-0.897807658,-0.916758299,0.916758299,-1.059508681,0.328101486,0.622306883,0.186922684,-2.561932564,98.5,92.75,5.75,"SG High"
"380",0.075198017,0.091144823,0.023102568,0.003282923,-0.916338325,-0.93046701,0.93046701,-1.126735449,0.358879477,0.636157274,0.172734454,-2.580691099,100,92.25,7.75,"SG High"
"381",0.096449524,0.120580129,0.036856424,0.003888862,-0.922485054,-0.937512755,0.937512755,-1.213670254,0.263507515,0.485407352,0.134245783,-1.397999048,100,100,0,"SG High"
"382",0.074664272,0.092832893,0.024534781,0.004214994,-0.893127978,-0.913135827,0.913135827,-1.060171127,0.329181999,0.577570736,0.15009056,-2.636225224,100,97.25,2.75,"SG High"
"383",0.077717692,0.092571847,0.023458712,0.003281403,-0.918976784,-0.931532741,0.931532741,-1.131856084,0.372727185,0.656026065,0.177843034,-2.711363792,100,86,14,"SG High"
"384",0.076124869,0.098934367,0.024773093,0.003748216,-0.906145692,-0.926994145,0.926994145,-1.105745673,0.270251334,0.588673413,0.207157865,-2.673398256,100,98.5,1.5,"SG High"
"385",0.077719234,0.096209235,0.024415083,0.003865012,-0.905251026,-0.922757089,0.922757089,-1.089993,0.325337917,0.621856332,0.189148203,-2.656274557,100,95,5,"SG High"
"386",0.075862311,0.093353733,0.024297027,0.003865961,-0.903021574,-0.920469582,0.920469582,-1.088186979,0.338218004,0.601820767,0.162322372,-2.549038887,100,98,2,"SG High"
"387",0.0750672,0.095043369,0.026208784,0.003167089,-0.919035792,-0.935504019,0.935504019,-1.17656219,0.305616528,0.52647984,0.128637001,-2.484496832,100,97.75,2.25,"SG High"
"388",0.074935913,0.094135202,0.026090199,0.003400869,-0.913173139,-0.930264354,0.930264354,-1.154044151,0.315676719,0.528609514,0.122126654,-2.432116985,100,100,0,"SG High"
"389",0.076395333,0.094783366,0.025253249,0.003749924,-0.90642184,-0.923885107,0.923885107,-1.112119317,0.326524198,0.575795054,0.151211143,-2.512485981,100,100,0,"SG High"
"390",0.079447098,0.099454753,0.023938434,0.003865769,-0.907198787,-0.925169408,0.925169408,-1.082893729,0.306514323,0.66071403,0.235763416,-2.576806307,100,100,0,"SG High"
"391",0.0750672,0.095043369,0.026208784,0.003167089,-0.919035792,-0.935504019,0.935504019,-1.17656219,0.305616528,0.52647984,0.128637001,-2.484496832,98.5,98.5,0,"SG High"
"392",0.094996855,0.119159795,0.034710538,0.004471566,-0.910090744,-0.927662909,0.927662909,-1.157631993,0.262907296,0.521556616,0.163281977,-1.418452263,100,100,0,"SG High"
"393",0.093825437,0.118393943,0.040320519,0.004128725,-0.915700853,-0.93260473,0.93260473,-1.221341133,0.258431137,0.380963355,0.054722715,-1.456131339,100,100,0,"SG High"
"394",0.094879501,0.120974645,0.03984281,0.00610935,-0.879009426,-0.903853357,0.903853357,-1.101149321,0.243077248,0.402332664,0.084409483,-1.414770126,100,100,0,"SG High"
"395",0.0987041,0.122908868,0.042461731,0.003893676,-0.924098253,-0.938586771,0.938586771,-1.248011589,0.263083667,0.38738212,0.056881871,-1.380445242,100,100,0,"SG High"
"396",0.0987041,0.122908868,0.042461731,0.003893676,-0.924098253,-0.938586771,0.938586771,-1.248011589,0.263083667,0.38738212,0.056881871,-1.380445242,100,100,0,"SG High"
"397",0.095405661,0.120457359,0.041509315,0.005992054,-0.881810904,-0.905226052,0.905226052,-1.121565461,0.253878742,0.37280342,0.052196249,-1.419829607,100,100,0,"SG High"
"398",0.089460187,0.110507868,0.037697766,0.00401083,-0.914180279,-0.929953277,0.929953277,-1.211510539,0.295581907,0.39086926,0.031634279,-1.509996295,98.5,98.5,0,"SG High"
"399",0.075678103,0.09872134,0.031619057,0.004711207,-0.882790208,-0.908902824,0.908902824,-1.110968351,0.267016739,0.374016106,0.03869712,-1.558208585,100,100,0,"SG High"
"400",0.091050945,0.111156814,0.035435375,0.004711767,-0.901594937,-0.918670475,0.918670475,-1.147912621,0.306004822,0.461448848,0.079672225,-1.501561046,100,100,0,"SG High"
"401",0.092898741,0.115938686,0.038532592,0.004710823,-0.903476179,-0.921908975,0.921908975,-1.173187971,0.274283707,0.409844667,0.064680122,-1.459528923,100,100,0,"SG High"
"402",0.091046482,0.114645392,0.038769875,0.005759133,-0.881016552,-0.904336929,0.904336929,-1.11199677,0.267942816,0.384452075,0.049278222,-1.464646935,100,100,0,"SG High"
"403",0.091559842,0.116446428,0.033159439,0.004237658,-0.911528826,-0.929772735,0.929772735,-1.160054445,0.254390955,0.523820758,0.171406642,-1.413004398,100,100,0,"SG High"
"404",0.093951613,0.117357694,0.039364558,0.004825888,-0.902287722,-0.921005964,0.921005964,-1.172380209,0.270589083,0.402837366,0.062285747,-1.468875766,100,99,0,"SG High"
"405",0.093951613,0.117357694,0.039364558,0.004825888,-0.902287722,-0.921005964,0.921005964,-1.172380209,0.270589083,0.402837366,0.062285747,-1.468875766,100,100,0,"SG High"
"406",0.094873622,0.120713502,0.040911846,0.00307627,-0.937186837,-0.950298488,0.950298488,-1.290197611,0.245673567,0.379616082,0.064202018,-1.424789548,100,100,0,"SG High"
"407",0.083891585,0.106102541,0.034952112,0.003308118,-0.924125493,-0.939528406,0.939528406,-1.240609169,0.281355679,0.391304016,0.042495459,-1.487920284,100,100,0,"SG High"
"408",0.082171753,0.107528426,0.03292672,0.004591629,-0.894157469,-0.918094397,0.918094397,-1.132849336,0.244220808,0.421665609,0.096530825,-1.581084609,100,100,0,"SG High"
"409",0.086677872,0.108694464,0.034477822,0.004242664,-0.906673133,-0.924866796,0.924866796,-1.171285272,0.284340233,0.435667217,0.07594239,-1.576835036,100,100,0,"SG High"
"410",0.075678103,0.09872134,0.031619057,0.004711207,-0.882790208,-0.908902824,0.908902824,-1.110968351,0.267016739,0.374016106,0.03869712,-1.558208585,100,100,0,"SG High"
"411",0.084693633,0.105976909,0.03304806,0.003777111,-0.914613307,-0.931171358,0.931171358,-1.192293763,0.292328179,0.448747158,0.07948973,-1.568696737,100,100,0,"SG High"
"412",0.051557269,0.056465514,0.016743556,0.005305852,-0.813381612,-0.828209996,0.828209996,-0.77809602,0.57045275,0.53417331,-0.086665995,-1.775340438,21.5,11.85,9.65,"SG Low"
"413",0.050888591,0.05972391,0.018529419,0.004375485,-0.841651738,-0.863478124,0.863478124,-0.92691505,0.488385707,0.434405744,-0.099638529,-1.827868819,17,14.25,2.75,"SG Low"
"414",0.050060622,0.05553453,0.01625747,0.00297633,-0.887763917,-0.898263991,0.898263991,-1.035765648,0.561445057,0.529922009,-0.083211303,-1.828695655,39.2,35.25,3.95,"SG Low"
"415",0.051422037,0.057507746,0.01721937,0.004608086,-0.835514009,-0.851629257,0.851629257,-0.866657436,0.545328021,0.507571399,-0.087475121,-1.798314214,42.55,21.5,19.05,"SG Low"
"416",0.05022379,0.060246162,0.018291704,0.004956915,-0.820338845,-0.847954571,0.847954571,-0.860360086,0.464525849,0.432303518,-0.082131602,-1.835996151,16.55,13.25,3.3,"SG Low"
"417",0.053152725,0.060505651,0.018767415,0.005072768,-0.825754404,-0.845291555,0.845291555,-0.861653209,0.515919507,0.467016667,-0.095332734,-1.85553813,8,1.35,6.65,"MA Low"
"418",0.050889686,0.058420856,0.017338591,0.004724324,-0.830103099,-0.850366294,0.850366294,-0.85761106,0.515543044,0.491261333,-0.076424532,-1.866266131,18.2,11.5,6.7,"SG Low"
"419",0.050889686,0.058420856,0.017338591,0.004724324,-0.830103099,-0.850366294,0.850366294,-0.85761106,0.515543044,0.491261333,-0.076424532,-1.866266131,18.3,14.5,3.3,"SG Low"
"420",0.054483641,0.059071563,0.017099643,0.004956412,-0.833229899,-0.845179796,0.845179796,-0.825843394,0.570157588,0.571374953,-0.055889565,-1.884953499,73.4,68.75,4.65,"SG High"
"421",0.053687964,0.058942977,0.017934475,0.004840686,-0.834587455,-0.848215461,0.848215461,-0.862372935,0.558126569,0.515878618,-0.090557449,-1.904802918,13.25,5.25,8,"MA Low"
"422",0.053156268,0.059464995,0.017339289,0.005189628,-0.822108209,-0.839466155,0.839466155,-0.808937788,0.537327409,0.534802616,-0.05873711,-1.84969461,11.3,5.75,5.55,"SG Low"
"423",0.050492804,0.056466412,0.015910067,0.004492482,-0.83659333,-0.852606177,0.852606177,-0.839423418,0.549570799,0.556999743,-0.051847998,-1.789441109,9.15,2.75,6.4,"MA Low"
"424",0.051690664,0.057900187,0.01745821,0.005189503,-0.817528546,-0.835488081,0.835488081,-0.812579155,0.542172372,0.500995636,-0.090062894,-1.87630403,26.5,22.25,4.25,"SG Low"
"425",0.052225061,0.058813795,0.017101336,0.004027402,-0.856809795,-0.871822894,0.871822894,-0.928162515,0.533199131,0.528952241,-0.060330249,-1.879335523,14.9,7.75,7.15,"SG Low"
"426",0.051690664,0.057900187,0.01745821,0.005189503,-0.817528546,-0.835488081,0.835488081,-0.812579155,0.542172372,0.500995636,-0.090062894,-1.87630403,25.55,21.5,4.05,"SG Low"
"427",0.052890554,0.059465326,0.01817319,0.004259758,-0.850927949,-0.866308272,0.866308272,-0.930334628,0.532309294,0.489601135,-0.090746701,-1.907807827,16.15,9.5,6.65,"SG Low"
"428",0.054223567,0.06050894,0.017578123,0.004260011,-0.854317725,-0.868455172,0.868455172,-0.914783716,0.535798848,0.542977333,-0.050657824,-1.914333344,34.95,31.25,3.7,"SG Low"
"429",0.052358709,0.058944434,0.017935371,0.004143768,-0.853324354,-0.868635714,0.868635714,-0.936966062,0.533025622,0.490765333,-0.090566784,-1.852766871,7.1,0.35,6.75,"MA Low"
"430",0.054779731,0.066253372,0.022587586,0.005078305,-0.83032167,-0.857614338,0.857614338,-0.949324965,0.434437603,0.338641018,-0.13086395,-1.384805441,19.8,11.75,8.05,"SG Low"
"431",0.05518052,0.067555606,0.022826124,0.00565968,-0.813949347,-0.845396221,0.845396221,-0.903947294,0.417783469,0.336942375,-0.118559316,-1.373140574,5.1,0.6,4.5,"MA Low"
"432",0.057177171,0.067035727,0.025325414,0.005078686,-0.836844683,-0.859149218,0.859149218,-0.998881459,0.462831259,0.283586591,-0.19710198,-1.395029187,36.15,30.25,5.9,"SG Low"
"433",0.056111488,0.067815572,0.024492025,0.005543333,-0.820181668,-0.848870873,0.848870873,-0.946319222,0.429789424,0.293401957,-0.162729844,-1.406317353,7.9,0.85,7.05,"MA Low"
"434",0.052492373,0.05816244,0.018054686,0.005073776,-0.823723614,-0.839529395,0.839529395,-0.841878951,0.55200398,0.487641782,-0.108441375,-1.82506001,36.2,31.25,4.95,"SG Low"
"435",0.058370855,0.06872534,0.024967492,0.004961952,-0.843305469,-0.86532408,0.86532408,-1.002635002,0.452872813,0.316427171,-0.162508368,-1.418574452,10.45,4,6.45,"MA Low"
"436",0.056111488,0.067815572,0.024492025,0.005543333,-0.820181668,-0.848870873,0.848870873,-0.946319222,0.429789424,0.293401957,-0.162729844,-1.406317353,10.25,2.5,7.75,"MA Low"
"437",0.058636297,0.068594992,0.024729319,0.005775403,-0.820672214,-0.844685435,0.844685435,-0.932015538,0.459745318,0.329165488,-0.157873869,-1.447912931,5.9,2.25,3.65,"MA Low"
"438",0.055842325,0.068464294,0.024848016,0.005659051,-0.815969944,-0.847307205,0.847307205,-0.943500996,0.413269579,0.276246697,-0.163044676,-1.435304523,7.1,1.6,5.5,"MA Low"
"439",0.054779731,0.066253372,0.022587586,0.005078305,-0.83032167,-0.857614338,0.857614338,-0.949324965,0.434437603,0.338641018,-0.13086395,-1.384805441,5.35,0,5.35,"MA Low"
"440",0.055842325,0.068464294,0.024848016,0.005659051,-0.815969944,-0.847307205,0.847307205,-0.943500996,0.413269579,0.276246697,-0.163044676,-1.435304523,84.75,82.75,0,"SG High"
"441",0.057970006,0.069634683,0.02449085,0.005426481,-0.828808129,-0.855411768,0.855411768,-0.955852449,0.429812193,0.326028198,-0.136226222,-1.464164615,20.1,12,8.1,"SG Low"
"442",0.058636297,0.068594992,0.024729319,0.005775403,-0.820672214,-0.844685435,0.844685435,-0.932015538,0.459745318,0.329165488,-0.157873869,-1.447912931,6.35,0.35,5.25,"MA Low"
