"","Station","Year","GRID","TOT","TDR","T_DR","TSG","Tt","Sf","Hw","Rm","HE","HD","HJ","TMA","TGA","TGO","BAT","CA","TCAL","HAL","PEN","UDO","ACE","AL","AS","RHI","TRO","TBR","SAR","SP","HC","easting","northing"
"426","BH39",2010,3,4,0,4,4,4,0,1,0,0,0,0,2,2,0,"0","0",2,"X","X","0","0",0,0,"0",1,0,"0",0,"0",2399653.17773419,17035457.60064
"427","BH39",2011,1,4,0.5,4,4,4,0,0,0,0,0,0,0.5,0.5,0,"0","0",0.5,"0","X","0","0",0,0,"0",0,0,"0",0,"0",2399588.83000097,17035403.6064808
"428","BH39",2011,2,4,0,4,4,4,0,0,0,0,0,0,2,2,0,"0","0",2,"0","X","0","0",0,0,"0",0,0,"0",0,"0",2399614.87551204,17035425.4612595
"429","BH39",2011,3,4,0,4,4,4,0,0,0,0,0,0,2,2,0,"0","0",2,"X","X","0","0",0,0,"0",0,0,"0",0,"0",2399653.17773419,17035457.60064
"430","BH39",2012,1,4,0,4,3,3,0,0,0,0,0,0,2,2,2,"X","0",1,"X","X","0","X",0,0,"0",0,0,"0",0,"0",2399588.83000097,17035403.6064808
"431","BH39",2012,2,5,0,5,5,5,0,0,0,0,0,0,2,2,0,"0","0",2,"0","X","0","0",0,0,"0",0,0,"0",0,"0",2399614.87551204,17035425.4612595
"432","BH39",2012,3,4,3,3,3,2,0,1,0,0,0,0,2,2,2,"X","0",0.5,"0","X","0","X",0,0,"0",0,0,"0",0,"0",2399653.17773419,17035457.60064
"433","BH39",2013,1,5,3,5,4,4,0,0,0,0,0,0,3,3,3,"X","0",2,"0","X","0","0",0,0,"0",0,0,"0",0,"0",2399588.83000097,17035403.6064808
"434","BH39",2013,2,5,3,5,3,3,0,0,0,0,0,0,4,4,4,"X","0",2,"0","X","X","0",0,0,"0",0,0,"0",0,"0",2399614.87551204,17035425.4612595
"435","BH39",2013,3,5,0,5,4,4,0,0,0,0,0,0,3,3,3,"X","X",1,"X","X","X","0",0,0,"0",0,0,"0",0,"0",2399653.17773419,17035457.60064
"436","BH39",2014,1,4,0,4,4,4,0,0,0,0,0,0,0.5,0.5,0.5,"X","0",0,"0","0","0","0",0,0,"0",0,0,"0",0,"0",2399588.83000097,17035403.6064808
"437","BH39",2014,2,3,0,3,3,3,0,0,0,0,0,0,2,2,2,"X","0",0.5,"0","0","0","X",0,0,"0",0,0,"0",0,"0",2399614.87551204,17035425.4612595
"438","BH39",2014,3,5,3,4,3,2,0,1,0,0,0,0,3,3,3,"X","0",1,"X","X","0","0",0,0,"0",0,0,"0",0,"0",2399653.17773419,17035457.60064
"439","BH39",2016,1,5,0,5,5,5,0,0,0,0,0,0,2,2,0,"0","0",2,"X","X","0","0",0,0,"0",0,0,"0",0,"0",2399588.83000097,17035403.6064808
"440","BH39",2016,2,5,2,4,4,4,0,0,0,0,0,0,2,2,1,"X","0",2,"X","X","0","0",0,0,"0",0,0,"0",0,"0",2399614.87551204,17035425.4612595
"441","BH39",2016,3,4,2,3,3,3,0,0,0,0,0,0,2,2,2,"X","0",1,"X","X","0","X",0,0,"0",0,0,"0",0,"0",2399653.17773419,17035457.60064
"442","BH39",2017,1,4,0,4,4,4,0,0,0,0,0,0,0.5,0.5,0.5,"X","0",0.5,"X","X","0","X",0,0,"0",0,0,"0",0,"0",2399588.83000097,17035403.6064808
"443","BH39",2017,2,5,0,5,5,5,0,0,0,0,0,0,1,1,1,"X","0",0.1,"0","0","0","X",0,0,"0",0,0,"0",0,"0",2399614.87551204,17035425.4612595
"444","BH39",2017,3,4,0,4,4,4,0,0,0,0,0,0,1,1,1,"X","0",0.1,"X","0","0","0",0,0,"0",0,0,"0",0,"0",2399653.17773419,17035457.60064
"445","BH39",2018,1,5,0,5,5,5,0,0,0,0,0,0,1,1,1,"X","0",1,"0","X","0","0",0,0,"0",0,0,"0",0,"0",2399588.83000097,17035403.6064808
"446","BH39",2018,2,5,0,5,0,0,0,0,0,0,0,0,1,1,0,"0","0",1,"0","X","0","X",0,0,"0",0,0,"0",0,"0",2399614.87551204,17035425.4612595
"447","BH39",2018,3,5,0,5,5,5,0,0,0,0,0,0,0.5,0.5,0.5,"X","0",0,"0","0","0","0",0,0,"0",0,0,"0",0,"0",2399653.17773419,17035457.60064
"448","BH39",2019,1,3,0,3,2,2,0,0,0,0,0,0,2,2,2,"X","0",1,"X","X","0","0",0,0,"0",1,0,"0",0.5,"0",2399588.83000097,17035403.6064808
"449","BH39",2019,2,5,1,5,5,5,0,0,0,0,0,0,1,1,0,"0","0",1,"X","X","0","0",0,0,"0",0,0,"0",0,"0",2399614.87551204,17035425.4612595
"450","BH39",2019,3,4,0,4,3,3,0,0,0,0,0,0,2,2,2,"X","X",1,"X","X","0","0",0,0,"0",0,0,"0",0.5,"0",2399653.17773419,17035457.60064
"451","BH39",2020,1,3,2,2,2,0,0,0,0,0,0,0,1,1,1,"X","0",1,"X","X","0","0",0,0,"0",0,0.5,"X",1,"0",2399588.83000097,17035403.6064808
"452","BH39",2020,2,3,1,3,3,3,0,0,0,0,0,0,1,1,0.5,"X","0",0.5,"X","X","0","X",0,0,"0",0,0,"0",1,"0",2399614.87551204,17035425.4612595
"453","BH39",2020,3,3,2,3,3,3,0,0,0,0,0,0,1,1,1,"X","",1,"X","0","0","0",0,0,"0",0,0.5,"X",0.5,"0",2399653.17773419,17035457.60064
"454","BH39",2021,1,3,1,3,2,2,0,0,0,0,0,0,2,2,1,"X","0",2,"2","X","0","X",0,0,"0",0,0,"0",0,"0",2399588.83000097,17035403.6064808
"455","BH39",2021,2,4,0.5,4,4,4,0,0,0,0,0,0,2,2,1,"X","0",2,"1","X","0","0",0,0,"0",0,0,"0",0,"0",2399614.87551204,17035425.4612595
"456","BH39",2021,3,3,0,3,3,3,0,0,0,0,0,0,2,2,0.5,"X","0",1,"0.5","0","0","X",0,0.5,"0",0,0,"0",0,"0",2399653.17773419,17035457.60064
"457","BH39",2022,1,3,1,3,3,3,0,0,0,0,0,0,1,1,0,"0","0",1,"X","X","0","0",0,0,"0",0,0,"0",0,"0",2399588.83000097,17035403.6064808
"458","BH39",2022,2,4,1,4,4,4,0,0,0,0,0,0,0.5,0.5,0,"0","0",0.5,"X","0","0","0",0,0,"0",0,0,"0",0,"0",2399614.87551204,17035425.4612595
"459","BH39",2022,3,4,0.5,4,4,4,0,0,0,0,0,0,1,1,1,"X","0",1,"X","0","0","0",0,0,"0",0,0,"0",0,"0",2399653.17773419,17035457.60064
"460","BH39",2023,1,4,0,4,3,3,0,0,0,0,0,0,2,2,2,"X","0",1,"0.1","X","0","0",0,0,"0",0,0,"0",0,"0",2399588.83000097,17035403.6064808
"461","BH39",2023,2,2,1,2,2,2,0,1,0,0,0,0,2,2,2,"X","0",1,"0.5","X","X","0",0,0,"0",0,1,"X",0,"0",2399614.87551204,17035425.4612595
"462","BH39",2023,3,2,0,2,2,2,0,0,0,0,0,0,2,2,1,"X","0",1,"0.5","X","0","X",0,0,"0",0,0,"0",0,"0",2399653.17773419,17035457.60064
