"","Point_code","blue","green","red","vnir","NDAVI","ind24","NDWI","WAVI","DII_blue_green","DII_blue_red","DII_green_red","Year","Accuracy.m.","UTM.Zone","UTM.Easting","UTM.Northing","TOT","T_DR","TSG","Tt","Sf","Hw","TMA"
"207","BB58_R",0.06991075,0.083779648,0.040006638,0.007571028,-0.804572701,-0.834242523,0.834242523,-1.022610426,0.389623314,0.093433499,-0.285778165,2023,0.57994294,"17 R",582877,2832222,"98.75","98.75","96.25","96.25","0","0",2.5
"208","BB58_S",0.067520671,0.080273151,0.033229299,0.007104993,-0.809583127,-0.837373674,0.837373674,-0.971542001,0.407431275,0.21746105,-0.202023908,2023,0.76598203,"17 R",582874,2832245,"99.75","99.75","99","99","0","0",0.75
"218","BB61_C",0.065981068,0.079213277,0.03603901,0.00529385,-0.851452649,-0.874712348,0.874712348,-1.115764499,0.400715232,0.124945052,-0.270638496,2023,0.5320422,"17 R",584087,2833143,"100","100","100","100","0","0",0
"219","BB61_E",0.065714091,0.080121353,0.035563305,0.004944992,-0.86003238,-0.883737981,0.883737981,-1.133779287,0.382639259,0.132259622,-0.250183523,2023,0.55202526,"17 R",584076,2833155,"100","100","100","100","0","0",0
"220","BB61_L",0.063455634,0.077653199,0.036988381,0.005292725,-0.846026123,-0.87238133,0.87238133,-1.124461651,0.386156857,0.063670635,-0.308251858,2023,0.5387427,"17 R",584077,2833132,"100","100","99.5","99.5","0","0",0.5
"221","BB61_R",0.063726261,0.07843554,0.034495167,0.004597293,-0.865425825,-0.889265656,0.889265656,-1.147198558,0.378081411,0.127634987,-0.250664115,2023,0.5745057,"17 R",584096,2833156,"99.5","99.5","98","98","0","0",1.5
"222","BB61_S",0.065586299,0.076877192,0.035089262,0.005178166,-0.853650689,-0.873788476,0.873788476,-1.114216805,0.43153739,0.141794696,-0.282370538,2023,0.6204797,"17 R",584100,2833135,"100","100","100","100","0","0",0
"228","BB63_E",0.0705406,0.085879646,0.047963474,0.008878819,-0.776406884,-0.81260103,0.81260103,-1.031397223,0.368138611,-0.05280086,-0.384654999,2023,2.3084385,"17 R",575229,2808572,"89","89","49.25","49.25","0","0",39.75
"229","BB63_L",0.069873728,0.087704927,0.047844052,0.008995244,-0.771893978,-0.813955963,0.813955963,-1.025227547,0.332769006,-0.060166556,-0.361924648,2023,2.2954464,"17 R",575239,2808598,"98","98","63.5","63.5","0","0",34.5
"230","BB63_R",0.0705406,0.085879646,0.047963474,0.008878819,-0.776406884,-0.81260103,0.81260103,-1.031397223,0.368138611,-0.05280086,-0.384654999,2023,2.3146265,"17 R",575220,2808576,"92.25","92.25","51.25","51.25","0","0",41
"231","BB63_S",0.068269432,0.086008534,0.042953108,0.007243778,-0.808145404,-0.844641328,0.844641328,-1.067077994,0.3335675,0.008873235,-0.307956815,2023,2.3492744,"17 R",575217,2808599,"89.75","89.75","45.5","45.5","0","0",44.25
"237","BB65_C",0.05465816,0.073771879,0.044216797,0.020217139,-0.459978402,-0.569797814,0.569797814,-0.55870384,0.299988866,-0.238299489,-0.481188446,2023,2.3480155,"17 R",577836,2809642,"41.25","41.25","38.75","36.25","0","2.5",2.5
"238","BB65_E",0.057341039,0.073380657,0.04970412,0.034436252,-0.249569222,-0.361208707,0.361208707,-0.272185653,0.354447782,-0.29047364,-0.566238225,2023,2.3528976,"17 R",577848,2809633,"95.1","95.1","95","4.5","90.5","0",0.1
"239","BB65_L",0.057741642,0.077563763,0.046364389,0.021966383,-0.448828816,-0.558598399,0.558598399,-0.535586059,0.293212086,-0.223998502,-0.463390678,2023,2.3535051,"17 R",577847,2809655,"64.75","64.75","64.25","64.25","0","0",0.5
"240","BB65_R",0.048349481,0.067882106,0.044097681,0.019984143,-0.415100753,-0.545123577,0.545123577,-0.564439416,0.279698044,-0.358634442,-0.562555015,2023,2.3651862,"17 R",577826,2809628,"83.25","83.25","76.75","71.5","0","5.25",6.5
"241","BB65_S",0.060952466,0.077692866,0.044216108,0.016250586,-0.579016984,-0.654034734,0.654034734,-0.693741977,0.345281959,-0.129290342,-0.42939198,2023,2.401865,"17 R",577825,2809653,"91.75","91.75","87.75","87.75","0","0",4
"247","TPBB00_1",0.040612794,0.050608721,0.013521201,0.012603864,-0.526318848,-0.601222932,0.601222932,-0.052669931,0.466548264,0.478454411,-0.050482757,2024,0.57035035,"17 R",583820,2847443,"100","100","0","0","0","0",100
"248","TPBB00_2",0.042854067,0.053966157,0.017534478,0.01018125,-0.616057754,-0.68256706,0.68256706,-0.397963256,0.441251189,0.30978933,-0.163397402,2024,0.5669318,"17 R",583803,2847446,"70.5","70.5","30.25","0","0","30.25",40.25
"249","TPBB00_3",0.042062137,0.055128887,0.016235039,0.011333759,-0.575482011,-0.658943474,0.658943474,-0.266675383,0.39637652,0.357016623,-0.089601375,2024,0.5304287,"17 R",583817,2847427,"44.25","44.25","23.75","0","0","23.75",20.5
"250","TPBB00_4",0.040879317,0.048282396,0.014467217,0.014103148,-0.486994684,-0.547871292,0.547871292,-0.019114329,0.530974865,0.42713356,-0.14363192,2024,0.692366,"17 R",583832,2847441,"100","100","0","0","0","0",100
"251","TPBB00_5",0.042331111,0.054227993,0.01552996,0.012143297,-0.554165065,-0.634079814,0.634079814,-0.183570549,0.423018992,0.401380748,-0.07581564,2024,0.64152306,"17 R",583821,2847458,"33.4","33.4","5.75","0","0","5.75",27.65
"257","TPBB03_1",0.036424927,0.041956108,0.018942621,0.007632722,-0.653512061,-0.692159593,0.692159593,-0.638367951,0.588365555,0.081150018,-0.467778891,2024,0.65229106,"17 R",581242,2848283,"51.95","49.95","25","0","25","0",24.95
"258","TPBB03_2",0.036959831,0.041829314,0.018590232,0.007518938,-0.661908925,-0.69527036,0.69527036,-0.636057794,0.606666982,0.111795142,-0.458006829,2024,0.6338198,"17 R",581257,2848282,"69.5","65.5","64.5","1.5","63","0",1
"259","TPBB03_3",0.036835805,0.043522894,0.019068288,0.006944752,-0.682747185,-0.724784017,0.724784017,-0.699084163,0.554482579,0.086709514,-0.435622483,2024,0.6845375,"17 R",581274,2848282,"75.35","75.35","75.35","1.6","73.75","0",0
"260","TPBB03_4",0.036829412,0.04351848,0.018828118,0.007173271,-0.673962116,-0.716984689,0.716984689,-0.672359049,0.554433823,0.09738104,-0.427084833,2024,0.8286909,"17 R",581259,2848266,"89.6","89.6","89.1","5","84.1","0",0.5
"261","TPBB03_5",0.036560781,0.043775626,0.018589571,0.007634,-0.654529333,-0.703012824,0.703012824,-0.626663566,0.539865911,0.10097003,-0.412502825,2024,0.63982284,"17 R",581254,2848294,"72","66","66","2","0","64",0
"267","TPBB111_1",0.026102019,0.032497503,0.008345061,0.004364178,-0.713506877,-0.763213277,0.763213277,-0.469841212,0.569371939,0.449293286,-0.164523572,2023,1.0781184,"17 R",576294,2836305,"78.25","78.25","40","33.5","6.5","0",38.25
"268","TPBB111_2",0.026095202,0.031570539,0.007503032,0.004478359,-0.707043707,-0.751539767,0.751539767,-0.378671438,0.60470897,0.540037274,-0.120968513,2023,0.6328151,"17 R",576271,2836318,"79.75","79.75","75.75","71.25","4.5","0",4
"269","TPBB111_3",0.027853878,0.034076817,0.007146811,0.004247257,-0.735382736,-0.778350413,0.778350413,-0.381718785,0.575957358,0.646875918,-0.011423136,2023,0.62518567,"17 R",576282,2836336,"79.5","79.5","42.5","42.5","0","0",37
"270","TPBB111_4",0.026103169,0.031971462,0.008106532,0.004481525,-0.706943274,-0.75412029,0.75412029,-0.431957901,0.58949095,0.474149883,-0.161077663,2023,0.63749045,"17 R",576299,2836329,"98.25","98.25","77.75","73.5","0","4.25",20.5
"271","TPBB111_5",0.02772267,0.03434274,0.007987265,0.004598503,-0.715449512,-0.763823509,0.763823509,-0.403880209,0.561673522,0.547025323,-0.079428606,2023,0.68542504,"17 R",576297,2836331,"72.25","72.25","30.25","29.25","0","1",42
"279","TPBB14_1",0.055713311,0.066456534,0.018649733,0.008783419,-0.727632105,-0.766522467,0.766522467,-0.539473951,0.447570115,0.519448459,0.002765902,2024,0.6802532,"17 R",584729,2851497,"47.75","47.75","0","0","0","0",47.75
"280","TPBB14_2",0.053625684,0.059907459,0.019480785,0.008673247,-0.721560299,-0.747064531,0.747064531,-0.575807691,0.537000418,0.443955511,-0.130695611,2024,0.7235474,"17 R",584750,2851501,"95.25","95.25","0","0","0","0",95.25
"281","TPBB14_3",0.053357933,0.059646562,0.019006588,0.008786005,-0.717236936,-0.743221521,0.743221521,-0.551617265,0.537363768,0.460034877,-0.118264116,2024,0.7424288,"17 R",584744,2851524,"64.15","64.15","0","0","0","0",64.15
"282","TPBB14_4",0.055452786,0.06054439,0.018768666,0.008784273,-0.726504505,-0.746590436,0.746590436,-0.543556929,0.55749476,0.509322226,-0.094738141,2024,0.7646509,"17 R",584730,2851525,"83","83","0","0","0","0",83
"283","TPBB14_5",0.055453494,0.062473938,0.019004555,0.008784565,-0.726499677,-0.753445148,0.753445148,-0.55165422,0.518915415,0.498648435,-0.071878277,2024,0.76480407,"17 R",584738,2851512,"54.2","54.2","0","0","0","0",54.2
"297","TPBB200_1",0.042759623,0.071740977,0.026868591,0.004535445,-0.808206439,-0.88107872,0.88107872,-1.066732883,0.088824034,-0.057582989,-0.1695804,2024,0.6645906,"17 R",571342,2829791,"8","8","3.5","3.5","0","0",4.5
"298","TPBB200_2",0.042627666,0.070291214,0.02711227,0.005007732,-0.789747477,-0.866990626,0.866990626,-1.032279134,0.110846467,-0.068398595,-0.1961492,2024,0.6970885,"17 R",571358,2829804,"24.25","24.25","20.25","20.25","0","0",4
"299","TPBB200_3",0.038696628,0.07135459,0.023382789,0.003838856,-0.819498658,-0.897893846,0.897893846,-1.076933384,-0.00437462,-0.038530756,-0.080270894,2024,0.73705673,"17 R",571371,2829785,"9.75","9.75","3","2","0","1",6.75
"300","TPBB200_4",0.040318627,0.07319615,0.024099587,0.005243883,-0.769815862,-0.866295755,0.866295755,-0.963879049,0.005341645,-0.023304425,-0.075369492,2024,0.70008886,"17 R",571358,2829786,"3","3","0","0","0","0",3
"301","TPBB200_5",0.04018379,0.072009236,0.024944372,0.004539234,-0.797006845,-0.881402373,0.881402373,-1.038126349,0.022102285,-0.056133218,-0.115200564,2024,0.6874775,"17 R",571355,2829775,"11","11","0","0","0","0",11
"302","TPBB201_1",0.021864746,0.036544729,0.011118193,0.00464369,-0.649644315,-0.774514735,0.774514735,-0.616154432,0.247851223,0.026669793,-0.242702067,2024,0.7569789,"17 R",571349,2832120,"98.75","98.75","58.5","58.5","0","0",40.25
"303","TPBB201_2",0.025156355,0.040810198,0.011484161,0.004998822,-0.668460131,-0.781753838,0.781753838,-0.590184987,0.252287209,0.139194891,-0.154380471,2024,0.79245603,"17 R",571356,2832125,"44.1","44.1","2.85","2.85","0","0",41.25
"309","TPBB217_1",0.092388555,0.109159634,0.05191505,0.041139234,-0.383810163,-0.452567607,0.452567607,-0.173702091,0.342891514,0.149275854,-0.198749959,2024,0.78040767,"17 R",573798,2830687,"19.95","19.95","0.5","0.5","0","0",19.45
"310","TPBB217_2",0.05604225,0.077446468,0.023672866,0.009733104,-0.704050124,-0.776711345,0.776711345,-0.625925303,0.265200973,0.321273565,-0.006748909,2024,0.735491,"17 R",573814,2830701,"25.8","25.8","9.25","9.25","0","0",16.55
"311","TPBB217_3",0.047030699,0.069976985,0.017796319,0.005992683,-0.77396071,-0.84223485,0.84223485,-0.744270563,0.214654952,0.390106946,0.086309217,2024,0.65079254,"17 R",573827,2830688,"20.55","20.55","19.25","19.25","0","0",1.3
"312","TPBB217_4",0.051202651,0.079804853,0.025113383,0.011604954,-0.630460203,-0.746089518,0.746089518,-0.551839888,0.137986109,0.180416748,-0.017013069,2024,0.6827748,"17 R",573812,2830686,"21.5","21.5","18","17.5","0","0.5",3.5
"313","TPBB217_5",0.051876627,0.079412721,0.022475488,0.01406036,-0.573521316,-0.699157,0.699157,-0.345487863,0.157122388,0.28844592,0.053699199,2024,0.8340694,"17 R",573811,2830672,"23.75","23.75","15.75","15.75","0","0",8
"319","TPBB219_1",0.050431274,0.078680843,0.021640092,0.003941023,-0.855035603,-0.904600978,0.904600978,-1.037820458,0.140255049,0.292597622,0.070256703,2024,0.69126683,"17 R",572683,2830102,"11.75","11.75","6.5","3.5","0","3",5.25
"320","TPBB219_2",0.051249284,0.07829199,0.022607692,0.005234753,-0.814646661,-0.874656856,0.874656856,-0.935959756,0.162439719,0.271261156,0.035488587,2024,0.6238712,"17 R",572701,2830115,"18.75","18.75","14.5","10.5","0","4",4.25
"321","TPBB219_3",0.049637113,0.077114843,0.020929962,0.003480965,-0.86893481,-0.91361922,0.91361922,-1.072204113,0.149112567,0.305273294,0.072894126,2024,0.625418,"17 R",572711,2830094,"20.2","20.2","16","14.5","0","1.5",4.2
"322","TPBB219_4",0.053269599,0.077896833,0.021644246,0.004178631,-0.854525328,-0.898175895,0.898175895,-1.014543176,0.207328245,0.347187698,0.060111485,2024,0.69158626,"17 R",572696,2830097,"15","15","3.5","3.5","0","0",11.5
"323","TPBB219_5",0.051922221,0.077372484,0.021644967,0.00371046,-0.86660862,-0.908477426,0.908477426,-1.06098628,0.190017626,0.321540266,0.053334694,2024,0.6347102,"17 R",572694,2830087,"19.5","19.5","16.75","16.5","0","0.25",2.75
"324","TPBB220_1",0.047026005,0.069350787,0.01640217,0.003071859,-0.877365649,-0.915168524,0.915168524,-1.026775956,0.225612581,0.459806323,0.132921681,2024,0.6516998,"17 R",574126,2829154,"28.75","28.75","28.75","28.75","0","0",0
"325","TPBB220_2",0.050254673,0.07184051,0.016282491,0.003656444,-0.864352882,-0.903136611,0.903136611,-0.949853659,0.248627827,0.532474995,0.173184067,2024,0.6775823,"17 R",574139,2829175,"17.75","17.75","14.75","14.75","0","0",3
"326","TPBB220_3",0.04488178,0.068307877,0.015687807,0.004244389,-0.827204585,-0.882997751,0.882997751,-0.861175954,0.19758302,0.451237828,0.148119673,2024,0.7103459,"17 R",574154,2829158,"49.25","49.25","43.25","43.25","0","0",6
"327","TPBB220_4",0.045013275,0.067781664,0.016045868,0.003658757,-0.849656701,-0.897571802,0.897571802,-0.942959666,0.210021496,0.434854209,0.125004813,2024,0.66914994,"17 R",574142,2829154,"41.75","41.75","40.75","40.75","0","0",1
"328","TPBB220_5",0.043263659,0.067651264,0.016526332,0.003191747,-0.862588763,-0.90989238,0.90989238,-1.014392734,0.172745854,0.36996609,0.102970257,2024,0.69021493,"17 R",574145,2829147,"26.5","26.5","23.75","23.75","0","0",2.75
"349","TPBB244_1",0.070078582,0.087262727,0.020564115,0.003741211,-0.898639381,-0.917779148,0.917779148,-1.038223267,0.341914296,0.665239751,0.208540767,2024,0.6824581,"17 R",572305,2821225,"10.45","10.45","0.2","0.2","0","0",10.25
"350","TPBB244_2",0.069148362,0.08870209,0.020088814,0.00245822,-0.931340933,-0.946068227,0.946068227,-1.172921062,0.308426678,0.671884894,0.24083899,2024,0.6124219,"17 R",572321,2821233,"6.5","6.5","3.75","3.5","0","0.25",2.75
"351","TPBB244_3",0.063931309,0.078771658,0.018650617,0.002926561,-0.912454247,-0.928356826,0.928356826,-1.09310329,0.376033753,0.656997979,0.172738731,2024,0.6920102,"17 R",572320,2821206,"7.25","7.25","5.5","5.25","0","0.25",1.75
"352","TPBB244_4",0.069416307,0.090398937,0.019729361,0.003393908,-0.906773865,-0.927629709,0.927629709,-1.05967629,0.288984537,0.691200614,0.272094011,2024,0.6490218,"17 R",572323,2821230,"3.5","3.5","1.25","0.25","0","1",2.25
"353","TPBB244_5",0.065807715,0.087137595,0.017332979,0.002810992,-0.918069243,-0.937497795,0.937497795,-1.081364751,0.280799419,0.748615146,0.323611587,2024,0.6486478,"17 R",572333,2821229,"2.75","2.75","2.25","0.75","0","1.5",0.5
"354","TPBB247_1",0.031382803,0.053791553,0.024126906,0.004441122,-0.752058327,-0.847469747,0.847469747,-1.033626676,0.133697122,-0.274827302,-0.384168059,2024,0.6525364,"17 R",571193,2828542,"91.25","91.25","79.75","79.75","0","0",11.5
"355","TPBB247_2",0.034392219,0.057506941,0.026785433,0.004328963,-0.776403368,-0.859985471,0.859985471,-1.082608342,0.143108755,-0.272694707,-0.388624102,2024,0.6330473,"17 R",571210,2828555,"55.75","55.75","44.5","44.5","0","0",11.25
"356","TPBB247_3",0.032492131,0.056849726,0.025464177,0.003862525,-0.787508667,-0.87275964,0.87275964,-1.104879737,0.100415647,-0.286245465,-0.36564061,2024,0.6550687,"17 R",571222,2828537,"97.75","97.75","81.75","81.75","0","0",16
"357","TPBB247_4",0.029343674,0.051675435,0.024010418,0.003621709,-0.780272007,-0.869009197,0.869009197,-1.106793642,0.115883522,-0.337869376,-0.421003282,2024,0.61652666,"17 R",571206,2828538,"85.5","85.5","73.25","73.25","0","0",12.25
"358","TPBB247_5",0.030299442,0.055650987,0.023890333,0.003504562,-0.792654037,-0.881513655,0.881513655,-1.116217375,0.056762781,-0.301527083,-0.343468666,2024,0.60938054,"17 R",571205,2828525,"52.75","52.75","30.25","30.25","0","0",22.5
"359","TPBB51_1",0.053661518,0.060052261,0.018432703,0.005750845,-0.80640918,-0.825210512,0.825210512,-0.786600351,0.534698665,0.491940767,-0.090588927,2024,0.5752833,"17 R",583324,2849465,"13.75","13.75","0","0","0","0",13.75
"360","TPBB51_2",0.054058783,0.061342783,0.019024128,0.006328432,-0.790404916,-0.812965333,0.812965333,-0.75114876,0.515919387,0.472294986,-0.090851806,2024,0.5433489,"17 R",583336,2849477,"18.75","18.75","0","0","0","0",18.75
"361","TPBB51_3",0.054199032,0.063409686,0.019147603,0.005756179,-0.807983994,-0.833554327,0.833554327,-0.806589723,0.477745384,0.469350696,-0.062122118,2024,0.5963957,"17 R",583355,2849468,"69.5","69.5","0.75","0.75","0","0",68.75
"362","TPBB52_1",0.113131709,0.137773648,0.033401255,0.004044604,-0.930965483,-0.942960739,0.942960739,-1.175963879,0.259068578,0.729163766,0.334635079,2024,0.5455327,"17 R",578196,2812187,"18.5","18.5","1","0.75","0","0.25",17.5
"363","TPBB52_2",0.118788004,0.149481311,0.035314016,0.003345439,-0.945216656,-0.956219196,0.956219196,-1.240391612,0.20752871,0.730305374,0.37823993,2024,0.5563744,"17 R",578213,2812197,"11.25","11.25","1.25","1.25","0","0",10
"364","TPBB52_3",0.106543645,0.134422064,0.032803409,0.004044361,-0.926857114,-0.941583514,0.941583514,-1.170724034,0.229365364,0.684619009,0.322317451,2024,0.5581091,"17 R",578181,2812203,"31.25","31.25","0","0","0","0",31.25
"365","TPBB52_4",0.106940739,0.133391365,0.031968147,0.004278634,-0.923059583,-0.93784219,0.93784219,-1.145874739,0.24255392,0.710407495,0.332199723,2024,0.5618529,"17 R",578198,2812218,"16.25","16.25","0","0","0","0",16.25
"366","TPBB52_5",0.112078466,0.138674915,0.033043191,0.004278458,-0.926459789,-0.940141916,0.940141916,-1.156087756,0.241694286,0.72903198,0.348501384,2024,0.60622346,"17 R",578197,2812202,"13.5","13.5","2.25","2.25","0","0",11.25
"367","TPBB55_1",0.080309495,0.104668401,0.023439236,0.003567035,-0.914945543,-0.934087455,0.934087455,-1.103754759,0.254458576,0.689541638,0.301221311,2023,0.7407135,"17 R",573107,2814052,"4.6","4.6","2.5","2.5","0","0",2.1
"368","TPBB55_2",0.088423967,0.112462521,0.024157137,0.00391704,-0.915161431,-0.932685077,0.932685077,-1.081426024,0.262363255,0.759984255,0.352482021,2023,1.1973879,"17 R",573108,2814082,"9.65","9.65","3","3","0","0",6.65
"369","TPBB55_3",0.086833172,0.10921859,0.02439877,0.003567581,-0.921071887,-0.936737239,0.936737239,-1.117299318,0.280212939,0.733314157,0.316429675,2023,0.77677417,"17 R",573123,2814069,"3.45","3.45","0.3","0.3","0","0",3.15
"370","TPBB55_4",0.08882314,0.111554116,0.02439712,0.002981925,-0.935037911,-0.947930396,0.947930396,-1.173262,0.276843905,0.7560305,0.337634325,2023,0.792836,"17 R",573105,2814074,"18.1","18.1","14.65","14.65","0","0",3.45
"371","TPBB55_5",0.088555858,0.111942746,0.024156835,0.002513811,-0.944793642,-0.95607394,0.95607394,-1.217238426,0.269552201,0.761485398,0.347858071,2023,1.4579016,"17 R",573093,2814077,"4.3","4.3","1.5","1.5","0","0",2.8
"372","TPBB56_1",0.049590129,0.070375346,0.025704553,0.003286367,-0.87569648,-0.91077137,0.91077137,-1.159924507,0.260663331,0.128509492,-0.158612713,2024,0.80685794,"17 R",569141,2811895,"62.05","62.05","3.25","3.25","0","0",58.8
"373","TPBB56_2",0.0454087,0.06879852,0.025463777,0.004339225,-0.82555151,-0.88134104,0.88134104,-1.063209295,0.200450674,0.048473764,-0.174859047,2024,0.61494356,"17 R",569119,2811867,"71.55","71.55","2.25","1.25","0","1",69.3
"374","TPBB56_3",0.041895974,0.061701,0.021741906,0.00433709,-0.812381446,-0.868648827,0.868648827,-1.00108242,0.2538746,0.103159763,-0.17604208,2024,0.62750477,"17 R",569117,2811895,"89.7","89.7","3.25","2.75","0","0.5",86.45
"375","TPBB56_4",0.048376594,0.072211646,0.025224501,0.004105464,-0.843547881,-0.892410398,0.892410398,-1.080074787,0.204201818,0.119864099,-0.120005123,2024,0.62232995,"17 R",569130,2811883,"53.8","53.8","2","1.5","0","0.5",51.8
"376","TPBB56_5",0.048245482,0.071033068,0.024506897,0.003990009,-0.847229958,-0.893632472,0.893632472,-1.079953432,0.221730515,0.141844213,-0.1167899,2024,0.6041883,"17 R",569142,2811873,"54.25","54.25","1.75","1.5","0","0.25",52.5
"386","TPBB62_1",0.106232949,0.134535849,0.040754177,0.004700006,-0.91526401,-0.932488561,0.932488561,-1.189797163,0.225404128,0.496008456,0.175244495,2024,0.6340464,"17 R",577796,2810965,"16.75","16.75","0","0","0","0",16.75
"387","TPBB62_2",0.106894203,0.13969256,0.041829389,0.00458398,-0.917760015,-0.936455607,0.936455607,-1.203707337,0.185340568,0.479932874,0.195109069,2024,0.64780366,"17 R",577809,2810980,"15.85","15.85","1.25","1.25","0","0",14.6
"388","TPBB62_3",0.097378328,0.123040758,0.037410181,0.003297972,-0.934483647,-0.947791576,0.947791576,-1.256954908,0.248241588,0.482231498,0.144282669,2024,0.6443728,"17 R",577780,2810977,"13.8","13.8","0.75","0.5","0","0.25",13.05
