"","blue","green","red","vnir","NDAVI","ind24","NDWI","WAVI","DII_blue_green","DII_blue_red","DII_green_red","depth","TOT","TSG","TMA","class"
"1",0.0410461574792862,0.0502587221562862,0.0262866765260696,0.00771035812795162,-0.683719873428345,-0.733983755111694,0.733983755111694,-0.819614946842194,0.0548639185726643,0.0349387265741825,-0.0379589013755322,-0.854184210300446,100,100,0,"High"
"2",0.0407962948083878,0.0538178794085979,0.0279684010893106,0.00793076399713755,-0.67448216676712,-0.743127524852753,0.743127524852753,-0.837246656417847,-0.0255516394972801,-0.0261809900403023,-0.0198577269911766,-0.853355586528778,100,100,0,"High"
"3",0.0410461574792862,0.0502587221562862,0.0262866765260696,0.00771035812795162,-0.683719873428345,-0.733983755111694,0.733983755111694,-0.819614946842194,0.0548639185726643,0.0349387265741825,-0.0379589013755322,-0.854184210300446,100,100,0,"High"
"4",0.0405482761561871,0.0536958277225494,0.0292025860399008,0.00837305840104818,-0.657692968845367,-0.730201125144958,0.730201125144958,-0.831503808498383,-0.0291838143020868,-0.0705870017409325,-0.0571680814027786,-0.853125810623169,100,100,0,"High"
"5",0.0427903048694134,0.0519787520170212,0.0264000929892063,0.00682803289964795,-0.724777817726135,-0.767780780792236,0.767780780792236,-0.883531332015991,0.0599315352737904,0.0727336779236794,-0.00780153227970004,-0.862615883350372,100,100,0,"High"
"6",0.0452868528664112,0.050795890390873,0.0253535453230143,0.00840600859373808,-0.686885416507721,-0.716022312641144,0.716022312641144,-0.75301069021225,0.141637235879898,0.165322408080101,0.00200114957988262,-1.04692423343658,94.5,10,84.5,"High"
"7",0.0439247079193592,0.0512852109968662,0.0256890244781971,0.00873641204088926,-0.668202579021454,-0.708891153335571,0.708891153335571,-0.738666534423828,0.100685492157936,0.123121052980423,0.00092141778441146,-1.05185306072235,95.5,21,74.5,"High"
"8",0.0452868528664112,0.050795890390873,0.0253535453230143,0.00840600859373808,-0.686885416507721,-0.716022312641144,0.716022312641144,-0.75301069021225,0.141637235879898,0.165322408080101,0.00200114957988262,-1.04692423343658,100,0,100,"High"
"9",0.0436768606305122,0.0507958866655827,0.0254653096199036,0.00917669851332903,-0.652750015258789,-0.693970203399658,0.693970203399658,-0.705297350883484,0.105439014732838,0.125222012400627,-0.00156811566557735,-1.05614960193634,26.2,4.5,21.7,"Medium"
"10",0.0431815944612026,0.0525081716477871,0.026806989684701,0.00873653404414654,-0.663449585437775,-0.714700758457184,0.714700758457184,-0.762605428695679,0.0580284893512726,0.0682676881551743,-0.0100789554417133,-1.04561805725098,70.9,11.7,59.2,"High"
"11",0.0433050766587257,0.0520187690854073,0.02658312022686,0.00950697157531977,-0.63996958732605,-0.690959513187408,0.690959513187408,-0.70973002910614,0.0710540488362312,0.078562892973423,-0.0126381749287248,-1.0313047170639,86.2,8.4,77.8,"High"
"12",0.0403311587870121,0.0509183928370476,0.0243475548923016,0.010167770087719,-0.597307503223419,-0.667100727558136,0.667100727558136,-0.616238653659821,0.0231287758797407,0.0853473767638206,0.0372631438076496,-1.06556820869446,56.38,56,0.38,"High"
"13",0.0413224436342716,0.0509180948138237,0.0256887841969728,0.00895640440285206,-0.643730700016022,-0.700827419757843,0.700827419757843,-0.724446058273315,0.0474165715277195,0.06205815076828,-0.00625506043434143,-1.05046224594116,97.5,11.5,86,"High"
"14",0.0517784170806408,0.0642213374376297,0.0346918851137161,0.00563266593962908,-0.803777754306793,-0.838730335235596,0.838730335235596,-1.08095014095306,0.0208924151957035,0.0210861470550299,-0.017938693985343,-1.32552754878998,100,100,0,"High"
"15",0.0487673282623291,0.0650870352983475,0.0339014418423176,0.00385396648198366,-0.853520631790161,-0.888195216655731,0.888195216655731,-1.19376838207245,-0.0535625219345093,-0.0183798521757126,0.0141536435112357,-1.2895599603653,100,99.25,0.75,"High"
"16",0.0547868721187115,0.0657043308019638,0.0348044037818909,0.00385302514769137,-0.868586897850037,-0.889213025569916,0.889213025569916,-1.20098698139191,0.05257573351264,0.0746907070279121,0.00226306193508208,-1.32906603813171,100,100,0,"High"
"17",0.0493958741426468,0.0591509453952312,0.0320939049124718,0.00429915450513363,-0.8398677110672,-0.864487051963806,0.864487051963806,-1.14560651779175,0.0631061941385269,0.0430336147546768,-0.0370187498629093,-1.25266480445862,100,98.75,1.25,"High"
"18",0.0516530945897102,0.0610059201717377,0.032883994281292,0.00518785137683153,-0.817460775375366,-0.843252599239349,0.843252599239349,-1.09120571613312,0.0742538571357727,0.0661418810486794,-0.0258747674524784,-1.29261004924774,100,97.25,2.75,"High"
"19",0.045483872294426,0.0524567700922489,0.0224860310554504,0.00374945835210383,-0.847686171531677,-0.866582095623016,0.866582095623016,-1.07125341892242,0.111035637557507,0.276140689849854,0.131568640470505,-0.656381726264954,100,100,0,"High"
"20",0.0462376922369003,0.0540669411420822,0.0224860161542892,0.00308223278261721,-0.875010669231415,-0.892133772373199,0.892133772373199,-1.13835227489471,0.0946379005908966,0.292578786611557,0.161802709102631,-0.791793465614319,100,100,0,"High"
"21",0.042971421033144,0.0528288558125496,0.0223734620958567,0.0041946810670197,-0.822131514549255,-0.852878987789154,0.852878987789154,-1.02634835243225,0.0465367026627064,0.223770439624786,0.142709255218506,-0.697441339492798,100,98,2,"High"
"22",0.0439753979444504,0.053447101265192,0.0219199676066637,0.00352663919329643,-0.851516306400299,-0.876201212406158,0.876201212406158,-1.08423066139221,0.0569956973195076,0.265031784772873,0.170960575342178,-0.645732641220093,100,98,2,"High"
"23",0.0478719435632229,0.0565082654356956,0.0272127110511065,0.00471741938963532,-0.820594131946564,-0.845900654792786,0.845900654792786,-1.0567741394043,0.0814077034592628,0.158056885004044,0.0511499643325806,-1.06320977210999,100,100,0,"High"
"24",0.047244306653738,0.0574968829751015,0.0265345256775618,0.00438367109745741,-0.830182313919067,-0.858318269252777,0.858318269252777,-1.07465136051178,0.0493739321827888,0.167248353362083,0.0889726653695107,-1.16314375400543,100,100,0,"High"
"25",0.050754901021719,0.0636754781007767,0.0259702634066343,0.00338415801525116,-0.87498277425766,-0.899070203304291,0.899070203304291,-1.15414154529572,0.0101977372542024,0.257992893457413,0.208483204245567,-1.30983150005341,99.75,99.75,0,"High"
"26",0.048122588545084,0.0557662770152092,0.0268738828599453,0.00371754914522171,-0.856576442718506,-0.875006377696991,0.875006377696991,-1.13543236255646,0.100984796881676,0.174394071102142,0.0480992309749126,-1.17388832569122,100,99.5,0.5,"High"
"27",0.0457411669194698,0.0562619008123875,0.0254065170884132,0.00538488943129778,-0.789348542690277,-0.825298607349396,0.825298607349396,-0.975351393222809,0.0406221300363541,0.173452764749527,0.102509677410126,-1.08410561084747,100,100,0,"High"
"28",0.0519237406551838,0.0612331330776215,0.0310805402696133,0.00329900486394763,-0.880520045757294,-0.897756218910217,0.897756218910217,-1.21212494373322,0.0754424333572388,0.121405735611916,0.0236118100583553,-0.758297979831696,100,100,0,"High"
