"","Point_code","blue","green","red","vnir","NDAVI","ind24","NDWI","WAVI","DII_blue_green","DII_blue_red","DII_green_red","depth","Year.x","Accuracy.m.","UTM.Zone","UTM.Easting","UTM.Northing","Site","Year.y","TOT","T_DR","TSG","Tt","Sf","Hw","TMA"
"363","TPBB52_2",0.118788003921509,0.149481311440468,0.0353140160441399,0.00334543897770345,-0.945216655731201,-0.95621919631958,0.95621919631958,-1.24039161205292,0.207528710365295,0.730305373668671,0.378239929676056,-2.03674292564392,2024,0.5563744,"17 R",578213,2812197,"TPBB52",2024,"11.25","11.25","1.25","1.25","0","0",10
"364","TPBB52_3",0.106543645262718,0.134422063827515,0.0328034088015556,0.00404436141252518,-0.926857113838196,-0.941583514213562,0.941583514213562,-1.17072403430939,0.229365363717079,0.684619009494781,0.322317451238632,-2.04414057731628,2024,0.5581091,"17 R",578181,2812203,"TPBB52",2024,"31.25","31.25","0","0","0","0",31.25
"365","TPBB52_4",0.106940738856792,0.133391365408897,0.0319681465625763,0.00427863374352455,-0.923059582710266,-0.937842190265656,0.937842190265656,-1.14587473869324,0.242553919553757,0.710407495498657,0.332199722528458,-2.04473567008972,2024,0.5618529,"17 R",578198,2812218,"TPBB52",2024,"16.25","16.25","0","0","0","0",16.25
"366","TPBB52_5",0.112078465521336,0.138674914836884,0.0330431908369064,0.00427845772355795,-0.926459789276123,-0.940141916275024,0.940141916275024,-1.15608775615692,0.241694286465645,0.729031980037689,0.34850138425827,-2.04331040382385,2024,0.60622346,"17 R",578197,2812202,"TPBB52",2024,"13.5","13.5","2.25","2.25","0","0",11.25
"367","TPBB55_1",0.0803094953298569,0.104668401181698,0.0234392359852791,0.00356703530997038,-0.914945542812347,-0.934087455272675,0.934087455272675,-1.10375475883484,0.254458576440811,0.689541637897491,0.301221311092377,-2.59419345855713,2023,0.7407135,"17 R",573107,2814052,"TPBB55",2024,"4.6","4.6","2.5","2.5","0","0",2.1
"368","TPBB55_2",0.0884239673614502,0.112462520599365,0.0241571366786957,0.00391704030334949,-0.915161430835724,-0.932685077190399,0.932685077190399,-1.08142602443695,0.262363255023956,0.759984254837036,0.35248202085495,-2.59487152099609,2023,1.1973879,"17 R",573108,2814082,"TPBB55",2024,"9.65","9.65","3","3","0","0",6.65
"369","TPBB55_3",0.0868331715464592,0.109218589961529,0.0243987701833248,0.00356758083216846,-0.921071887016296,-0.936737239360809,0.936737239360809,-1.1172993183136,0.280212938785553,0.733314156532288,0.316429674625397,-2.59513235092163,2023,0.77677417,"17 R",573123,2814069,"TPBB55",2024,"3.45","3.45","0.3","0.3","0","0",3.15
"370","TPBB55_4",0.088823139667511,0.111554116010666,0.0243971198797226,0.00298192468471825,-0.935037910938263,-0.94793039560318,0.94793039560318,-1.17326200008392,0.276843905448914,0.75603049993515,0.337634325027466,-2.59465527534485,2023,0.792836,"17 R",573105,2814074,"TPBB55",2024,"18.1","18.1","14.65","14.65","0","0",3.45
"371","TPBB55_5",0.0885558575391769,0.111942745745182,0.0241568349301815,0.00251381145790219,-0.94479364156723,-0.956073939800262,0.956073939800262,-1.2172384262085,0.269552201032639,0.761485397815704,0.347858071327209,-2.59314942359924,2023,1.4579016,"17 R",573093,2814077,"TPBB55",2024,"4.3","4.3","1.5","1.5","0","0",2.8
"372","TPBB56_1",0.0495901294052601,0.0703753456473351,0.0257045533508062,0.00328636728227139,-0.8756964802742,-0.910771369934082,0.910771369934082,-1.15992450714111,0.260663330554962,0.128509491682053,-0.158612713217735,-2.00735569000244,2024,0.80685794,"17 R",569141,2811895,"TPBB56",2024,"62.05","62.05","3.25","3.25","0","0",58.8
"373","TPBB56_2",0.0454086996614933,0.0687985196709633,0.0254637766629457,0.00433922512456775,-0.825551509857178,-0.88134104013443,0.88134104013443,-1.06320929527283,0.200450673699379,0.0484737642109394,-0.174859046936035,-1.96256351470947,2024,0.61494356,"17 R",569119,2811867,"TPBB56",2024,"71.55","71.55","2.25","1.25","0","1",69.3
"374","TPBB56_3",0.0418959744274616,0.0617009997367859,0.0217419061809778,0.00433709006756544,-0.812381446361542,-0.868648827075958,0.868648827075958,-1.00108242034912,0.253874599933624,0.103159762918949,-0.176042079925537,-1.99627149105072,2024,0.62750477,"17 R",569117,2811895,"TPBB56",2024,"89.7","89.7","3.25","2.75","0","0.5",86.45
"375","TPBB56_4",0.0483765937387943,0.0722116455435753,0.0252245012670755,0.00410546408966184,-0.843547880649567,-0.892410397529602,0.892410397529602,-1.08007478713989,0.204201817512512,0.119864098727703,-0.120005123317242,-1.9933797121048,2024,0.62232995,"17 R",569130,2811883,"TPBB56",2024,"53.8","53.8","2","1.5","0","0.5",51.8
"376","TPBB56_5",0.04824548214674,0.0710330680012703,0.0245068967342377,0.00399000896140933,-0.847229957580566,-0.893632471561432,0.893632471561432,-1.07995343208313,0.221730515360832,0.141844213008881,-0.116789899766445,-1.98440170288086,2024,0.6041883,"17 R",569142,2811873,"TPBB56",2024,"54.25","54.25","1.75","1.5","0","0.25",52.5
"377","TPBB58_1",0.0658264458179474,0.0951111614704132,0.0318311266601086,0.00280348444357514,-0.918301403522491,-0.942736148834229,0.942736148834229,-1.25716626644135,0.173377379775047,0.228829458355904,-0.00311375292949378,-1.97393465042114,2024,0.7845982,"17 R",570251,2811820,"TPBB58",2024,"21.7","21.7","9.25","9.25","0","0",12.45
"378","TPBB58_2",0.0596684329211712,0.0853267014026642,0.0284816138446331,0.00374151510186493,-0.881989657878876,-0.915985405445099,0.915985405445099,-1.15166187286377,0.208699151873589,0.225742980837822,-0.035891305655241,-1.98516893386841,2024,0.8824448,"17 R",570274,2811806,"TPBB58",2024,"22","22","3.75","3.75","0","0",18.25
"379","TPBB58_3",0.0612720213830471,0.0851929783821106,0.029676578938961,0.00467513687908649,-0.858215689659119,-0.895955622196198,0.895955622196198,-1.09171152114868,0.237148687243462,0.217097997665405,-0.0654719769954681,-1.99405550956726,2024,0.63412994,"17 R",570247,2811791,"TPBB58",2024,"84.5","84.5","0","0","0","0",84.5
"380","TPBB58_4",0.0620772317051888,0.0898944512009621,0.0306347794830799,0.00280420552007854,-0.913559079170227,-0.939498484134674,0.939498484134674,-1.24841892719269,0.184126123785973,0.202964469790459,-0.0334136821329594,-1.99059891700745,2024,0.6762868,"17 R",570257,2811806,"TPBB58",2024,"15.35","15.35","3","2.75","0","0.25",12.35
"381","TPBB58_5",0.0604720041155815,0.0876770839095116,0.0305170398205519,0.00350748165510595,-0.890356063842773,-0.923068523406982,0.923068523406982,-1.19073939323425,0.188650369644165,0.18006044626236,-0.0557647719979286,-1.99301385879517,2024,0.70181847,"17 R",570265,2811793,"TPBB58",2024,"23.2","23.2","1","1","0","0",22.2
"382","TPBB59_1",0.0372588373720646,0.0582121089100838,0.0264939181506634,0.00428458908572793,-0.793729603290558,-0.862885892391205,0.862885892391205,-1.08237850666046,0.208175212144852,-0.183272913098335,-0.368977904319763,-1.62671566009521,2024,0.65064627,"17 R",568617,2810384,"TPBB59",2024,"71.8","71.8","6","5.5","0","0.5",65.8
"383","TPBB59_2",0.0361839309334755,0.0562429614365101,0.0252981651574373,0.00323380250483751,-0.835921466350555,-0.891258299350739,0.891258299350739,-1.15998113155365,0.221232607960701,-0.173031911253929,-0.371913075447083,-1.65027737617493,2024,0.6794576,"17 R",568644,2810400,"TPBB59",2024,"60.25","60.25","8.5","8.5","0","0",51.75
"384","TPBB59_3",0.0353627726435661,0.0554471760988235,0.0242140404880047,0.00486723054200411,-0.758029818534851,-0.838604688644409,0.838604688644409,-0.997900485992432,0.215806469321251,-0.158512204885483,-0.356310814619064,-1.65452432632446,2024,0.61818343,"17 R",568618,2810411,"TPBB59",2024,"50.45","50.45","5.75","5.75","0","0",44.7
"385","TPBB59_5",0.0372651591897011,0.059793546795845,0.0262574814260006,0.00417006341740489,-0.798718929290771,-0.869611382484436,0.869611382484436,-1.08885312080383,0.175372332334518,-0.175433337688446,-0.336063772439957,-1.63643014431,2024,0.67230207,"17 R",568631,2810380,"TPBB59",2024,"53.4","53.4","8.25","8.25","0","0",45.15
"386","TPBB62_1",0.106232948601246,0.134535849094391,0.0407541766762733,0.00470000598579645,-0.915264010429382,-0.932488560676575,0.932488560676575,-1.18979716300964,0.225404128432274,0.496008455753326,0.175244495272636,-1.45138549804688,2024,0.6340464,"17 R",577796,2810965,"TPBB62",2024,"16.75","16.75","0","0","0","0",16.75
"387","TPBB62_2",0.106894202530384,0.139692559838295,0.0418293885886669,0.00458398042246699,-0.917760014533997,-0.936455607414246,0.936455607414246,-1.20370733737946,0.185340568423271,0.479932874441147,0.195109069347382,-1.45361316204071,2024,0.64780366,"17 R",577809,2810980,"TPBB62",2024,"15.85","15.85","1.25","1.25","0","0",14.6
"388","TPBB62_3",0.0973783284425735,0.12304075807333,0.0374101810157299,0.00329797202721238,-0.934483647346497,-0.947791576385498,0.947791576385498,-1.25695490837097,0.24824158847332,0.482231497764587,0.144282668828964,-1.46482527256012,2024,0.6443728,"17 R",577780,2810977,"TPBB62",2024,"13.8","13.8","0.75","0.5","0","0.25",13.05
"389","TPBB62_4",0.119400218129158,0.153068587183952,0.047197412699461,0.00458373920992017,-0.926059126853943,-0.941850006580353,0.941850006580353,-1.23443579673767,0.183497399091721,0.487267702817917,0.204258054494858,-1.48122954368591,2024,0.6761282,"17 R",577793,2810997,"TPBB62",2024,"48.1","48.1","0","0","0","0",48.1
"390","TPBB62_5",0.104912869632244,0.134148612618446,0.0415899828076363,0.00353236217051744,-0.934854447841644,-0.948687732219696,0.948687732219696,-1.26514768600464,0.216445788741112,0.466134548187256,0.158525407314301,-1.47169494628906,2024,0.64143246,"17 R",577794,2810981,"TPBB62",2024,"63.15","63.15","1.75","1.75","0","0",61.4
"391","TPBB63_1",0.066357210278511,0.0790647566318512,0.0198460631072521,0.0051130373030901,-0.856918454170227,-0.878518164157867,0.878518164157867,-0.885430097579956,0.408708363771439,0.641085028648376,0.134108975529671,-2.64221811294556,2024,0.6147977,"17 R",575531,2809992,"TPBB63",2024,"43","43","35.5","35.5","0","0",7.5
"392","TPBB63_2",0.0728950425982475,0.0879381448030472,0.0218806192278862,0.00464488193392754,-0.880193769931793,-0.899660170078278,0.899660170078278,-0.974669814109802,0.371833235025406,0.651549220085144,0.173956841230392,-2.64549279212952,2024,0.6453082,"17 R",575529,2810021,"TPBB63",2024,"44.5","44.5","35.75","35.75","0","0",8.75
"393","TPBB63_3",0.0714269801974297,0.0885895937681198,0.0215213317424059,0.00429450953379273,-0.886570930480957,-0.907529711723328,0.907529711723328,-1.00094485282898,0.342409074306488,0.645370304584503,0.192622154951096,-2.64742732048035,2024,0.6264216,"17 R",575517,2810012,"TPBB63",2024,"32.75","32.75","24.25","24.25","0","0",8.5
"394","TPBB63_4",0.0656884014606476,0.0790643766522408,0.0200852695852518,0.00487917196005583,-0.861716330051422,-0.883751094341278,0.883751094341278,-0.913665413856506,0.398584216833115,0.620703876018524,0.125938221812248,-2.6403751373291,2024,0.66898495,"17 R",575531,2810008,"TPBB63",2024,"27.25","26.5","18.75","18.75","0","0",7.75
"395","TPBB63_5",0.065155141055584,0.0782812088727951,0.0209240633994341,0.00429526902735233,-0.876306891441345,-0.895968675613403,0.895968675613403,-0.989050447940826,0.402678668498993,0.577546894550323,0.0880980640649796,-2.63967251777649,2024,0.65654,"17 R",575546,2810006,"TPBB63",2024,"61","60.5","51.25","51.25","0","0",9.25
"396","TPBB65_1",0.0604282096028328,0.0854914486408234,0.021732997149229,0.00324176345020533,-0.898169815540314,-0.926932334899902,0.926932334899902,-1.11059522628784,0.218979269266129,0.469776719808578,0.150353491306305,-2.6335928440094,2024,0.59319395,"17 R",573762,2808876,"TPBB65",2024,"18.95","18.95","14.25","14.25","0","0",4.7
"397","TPBB65_2",0.0614965669810772,0.0847076997160912,0.0193374902009964,0.00359174609184265,-0.889634668827057,-0.918646216392517,0.918646216392517,-1.03006553649902,0.247833788394928,0.587225615978241,0.220741868019104,-2.63259530067444,2024,0.6152426,"17 R",573754,2808882,"TPBB65",2024,"20.55","20.55","19","19","0","0",1.55
"398","TPBB65_3",0.0614965669810772,0.0847076997160912,0.0193374902009964,0.00359174609184265,-0.889634668827057,-0.918646216392517,0.918646216392517,-1.03006553649902,0.247833788394928,0.587225615978241,0.220741868019104,-2.63259530067444,2024,0.6152426,"17 R",573754,2808882,"TPBB65",2024,"10.3","10.3","4.5","4.5","0","0",5.8
"399","TPBB65_4",0.0581488162279129,0.0831412523984909,0.019936203956604,0.0038254982791841,-0.876545667648315,-0.912023901939392,0.912023901939392,-1.01701712608337,0.214818745851517,0.505160748958588,0.181294053792953,-2.63231134414673,2024,0.63931346,"17 R",573739,2808869,"TPBB65",2024,"17.4","17.4","12.25","12.25","0","0",5.15
"400","TPBB65_5",0.0593547262251377,0.0874457880854607,0.0207740981131792,0.00405868561938405,-0.871992826461792,-0.911289870738983,0.911289870738983,-1.00967812538147,0.173251003026962,0.490461766719818,0.20371201634407,-2.63312292098999,2024,0.6027886,"17 R",573754,2808893,"TPBB65",2024,"16.8","16.55","12.75","12.75","0","0",3.8
"401","TPBB66_1",0.065357506275177,0.0862087085843086,0.0444723516702652,0.00442522298544645,-0.873171389102936,-0.902349531650543,0.902349531650543,-1.22850048542023,0.287118077278137,-0.0644565522670746,-0.329322725534439,-0.992228031158447,2024,0.6742776,"17 R",573959,2806280,"TPBB66",2024,"83.95","81.95","3","3","0","0",78.95
"402","TPBB66_2",0.0609448440372944,0.0860781073570251,0.0428020507097244,0.00500925304368138,-0.848098814487457,-0.890012145042419,0.890012145042419,-1.1856861114502,0.219080001115799,-0.101605303585529,-0.304747045040131,-1.00044941902161,2024,0.6354472,"17 R",573953,2806293,"TPBB66",2024,"53","51.25","10","10","0","0",41.25
"403","TPBB66_3",0.0634840652346611,0.0837292447686195,0.0413693971931934,0.00430821627378464,-0.872899532318115,-0.902127683162689,0.902127683162689,-1.21704626083374,0.293933123350143,-0.031656626611948,-0.309209942817688,-1.01227986812592,2024,0.6333601,"17 R",573949,2806308,"TPBB66",2024,"67","64.9","16.5","16.5","0","0",48.4
"404","TPBB66_4",0.0628189891576767,0.0845139250159264,0.041967336088419,0.00477612484246492,-0.858684301376343,-0.89301997423172,0.89301997423172,-1.19346785545349,0.271927058696747,-0.0544663667678833,-0.309662669897079,-1.00069344043732,2024,0.6357374,"17 R",573964,2806302,"TPBB66",2024,"74.7","72.7","53.75","53.75","0","0",18.95
"405","TPBB66_5",0.063885323703289,0.084772951900959,0.0432787202298641,0.0044249496422708,-0.870445549488068,-0.900783538818359,0.900783538818359,-1.22172272205353,0.284994870424271,-0.0639608576893806,-0.327574104070663,-1.00641787052155,2024,0.6334382,"17 R",573948,2806291,"TPBB66",2024,"53.05","52.25","20.75","20.75","0","0",31.5
"406","TPBB67_1",0.110784150660038,0.138092562556267,0.0337689928710461,0.00333353504538536,-0.941577255725861,-0.95285826921463,0.95285826921463,-1.23046028614044,0.235255435109138,0.698826193809509,0.32948425412178,-1.63124895095825,2024,0.6902395,"17 R",579394,2814638,"TPBB67",2024,"26.4","26.4","1.15","1.15","0","0",25.25
"407","TPBB67_2",0.106836728751659,0.136162146925926,0.0349630229175091,0.00415108352899551,-0.92519748210907,-0.940831184387207,0.940831184387207,-1.18161737918854,0.216290816664696,0.632813394069672,0.291723161935806,-1.64948093891144,2024,0.6696855,"17 R",579392,2814657,"TPBB67",2024,"24.85","24.85","9.75","9.75","0","0",15.1
"408","TPBB67_3",0.109862454235554,0.139892354607582,0.0354401730000973,0.00461783166974783,-0.919325292110443,-0.936089873313904,0.936089873313904,-1.15416407585144,0.210972040891647,0.649142980575562,0.309511244297028,-1.65494823455811,2024,0.682467,"17 R",579380,2814654,"TPBB67",2024,"5.4","5.4","2.5","2.5","0","0",2.9
"409","TPBB67_4",0.113806381821632,0.142591923475266,0.0367528572678566,0.00438525062054396,-0.925794243812561,-0.94032746553421,0.94032746553421,-1.18020522594452,0.222729429602623,0.653293788433075,0.303836077451706,-1.67023968696594,2024,0.6315081,"17 R",579381,2814661,"TPBB67",2024,"21","21","4","3.8","0","0.2",17
"410","TPBB67_5",0.109338499605656,0.136420279741287,0.0343665331602097,0.00403425376862288,-0.928832054138184,-0.942554295063019,0.942554295063019,-1.1848304271698,0.237107798457146,0.67068338394165,0.305345505475998,-1.64051795005798,2024,0.7280497,"17 R",579409,2814657,"TPBB67",2024,"15.75","15.75","4.5","4.5","0","0",11.25
"411","TPBB68_1",0.0899295434355736,0.108252100646496,0.0204792562872171,0.00346522405743599,-0.925794064998627,-0.93796443939209,0.93796443939209,-1.065842628479,0.326184660196304,0.918187022209167,0.42689847946167,-2.83161973953247,2024,0.64348614,"17 R",577794,2813772,"TPBB68",2024,"11.55","11.55","10.65","10.65","0","0",0.9
"412","TPBB68_2",0.0939020812511444,0.111880846321583,0.0202401038259268,0.00299843889661133,-0.938113033771515,-0.947798430919647,0.947798430919647,-1.11291396617889,0.328851640224457,0.971463561058044,0.467876225709915,-2.83057332038879,2024,0.63357204,"17 R",577792,2813789,"TPBB68",2024,"10.1","10.1","9.8","9.8","0","0",0.3
"413","TPBB68_3",0.0939020812511444,0.111880846321583,0.0202401038259268,0.00299843889661133,-0.938113033771515,-0.947798430919647,0.947798430919647,-1.11291396617889,0.328851640224457,0.971463561058044,0.467876225709915,-2.83057332038879,2024,0.63357204,"17 R",577792,2813789,"TPBB68",2024,"1.95","1.95","1.45","1.35","0","0.1",0.5
"414","TPBB68_4",0.0936390683054924,0.114601373672485,0.0201215445995331,0.00416657933965325,-0.91479879617691,-0.929836630821228,0.929836630821228,-0.985355973243713,0.296492755413055,0.973685324192047,0.495905756950378,-2.79310870170593,2024,0.6702382,"17 R",577806,2813795,"TPBB68",2024,"2.7","2.7","1.7","1.6","0.1","0",1
"415","TPBB68_5",0.0875397920608521,0.107082940638065,0.0199989061802626,0.00346420682035387,-0.923866927623749,-0.937326192855835,0.937326192855835,-1.05706560611725,0.31260958313942,0.911561906337738,0.432216465473175,-2.86836504936218,2024,0.65906477,"17 R",577776,2813784,"TPBB68",2024,"41.25","41.25","30.75","30.75","0","0",10.5
"416","TPBB70_1",0.0929296463727951,0.116555608808994,0.0209149494767189,0.00255886418744922,-0.946404755115509,-0.957035183906555,0.957035183906555,-1.17297208309174,0.268088072538376,0.932991147041321,0.486455917358398,-2.92577385902405,2023,0.89465517,"17 R",575403,2815750,"TPBB70",2024,"3.1","3.1","2","2","0","0",1.1
"417","TPBB70_2",0.0961088538169861,0.114743664860725,0.020436255261302,0.00209159031510353,-0.957401633262634,-0.964195907115936,0.964195907115936,-1.22146594524384,0.321000099182129,0.986440420150757,0.486568957567215,-2.92139005661011,2023,0.80995256,"17 R",575413,2815721,"TPBB70",2024,"3.45","3.45","2.5","2.5","0","0",0.95
"418","TPBB70_3",0.0953165888786316,0.115910194814205,0.0210361145436764,0.0023261324968189,-0.952354192733765,-0.960652828216553,0.960652828216553,-1.20129597187042,0.300279796123505,0.953409850597382,0.476965993642807,-2.92576336860657,2023,0.655432,"17 R",575421,2815738,"TPBB70",2024,"4.85","3.85","2.85","2.75","0","0.1",1
"419","TPBB70_4",0.0929296314716339,0.115390256047249,0.0205554310232401,0.00302566471509635,-0.93693596124649,-0.948897659778595,0.948897659778595,-1.11507332324982,0.280448853969574,0.947826445102692,0.488225132226944,-2.92529606819153,2023,0.6678364,"17 R",575408,2815733,"TPBB70",2024,"7.45","6.45","3.6","3.6","0","0",2.85
"420","TPBB70_5",0.0888189747929573,0.110076189041138,0.0187581405043602,0.00337506574578583,-0.926783442497253,-0.940501928329468,0.940501928329468,-1.04253363609314,0.293203204870224,0.980870544910431,0.503440141677856,-2.92368602752686,2023,0.653836,"17 R",575392,2815726,"TPBB70",2024,"5.2","5.2","0.9","0.9","0","0",4.3
"421","TPBB74_1",0.0624373778700829,0.0838857144117355,0.01801772788167,0.00343442894518375,-0.895723879337311,-0.921337068080902,0.921337068080902,-1.01970863342285,0.275011628866196,0.662891268730164,0.259170800447464,-2.35276532173157,2024,1.4818932,"17 R",570897,2817018,"TPBB74",2024,"10.1","10.1","5.55","5.05","0","0.5",4.55
"422","TPBB74_2",0.062309343367815,0.0836271643638611,0.0194664020091295,0.00320320692844689,-0.902210891246796,-0.92621922492981,0.92621922492981,-1.0761011838913,0.276756227016449,0.594670712947845,0.203375190496445,-2.36057758331299,2024,0.90306437,"17 R",570916,2817004,"TPBB74",2024,"16.6","16.1","5.15","5.15","0","0",10.95
"423","TPBB74_3",0.063523456454277,0.0825794413685799,0.0194691009819508,0.00484696915373206,-0.858214437961578,-0.889118909835815,0.889118909835815,-0.902004241943359,0.311562955379486,0.613849937915802,0.190673053264618,-2.37154579162598,2024,0.77380705,"17 R",570926,2817027,"TPBB74",2024,"9","9","3.1","3.1","0","0",5.9
"424","TPBB74_4",0.0631166100502014,0.0828399360179901,0.0193464420735836,0.00261721247807145,-0.920369386672974,-0.938747942447662,0.938747942447662,-1.14251685142517,0.301263421773911,0.612832248210907,0.198130175471306,-2.36507749557495,2024,0.8735974,"17 R",570910,2817024,"TPBB74",2024,"14.15","13.4","0.8","0.8","0","0",12.6
"425","TPBB74_5",0.0617676116526127,0.0841499119997025,0.0193443018943071,0.00355382682755589,-0.891189575195312,-0.918958365917206,0.918958365917206,-1.03439509868622,0.260358512401581,0.591322064399719,0.213895201683044,-2.36185789108276,2024,0.8585089,"17 R",570909,2817031,"TPBB74",2024,"28.65","28.4","23.5","23.5","0","0",4.9
"431","TPBB77_1",0.0820868313312531,0.108943268656731,0.0213246904313564,0.002838866552338,-0.933144688606262,-0.949207127094269,0.949207127094269,-1.14754366874695,0.227106660604477,0.792325973510742,0.405691236257553,-2.93478178977966,2023,0.71609,"17 R",575465,2812125,"TPBB77",2024,"0","0","0","0","0","0",0
"432","TPBB77_2",0.0840810462832451,0.110111065208912,0.0206050351262093,0.00353964255191386,-0.91920530796051,-0.937710165977478,0.937710165977478,-1.06019592285156,0.237994372844696,0.845702826976776,0.439751982688904,-2.93452548980713,2023,0.70695484,"17 R",575460,2812147,"TPBB77",2024,"0.5","0.5","0.5","0.5","0","0",0
"433","TPBB77_3",0.0827523469924927,0.108164377510548,0.0207252558320761,0.00353981251828372,-0.917957484722137,-0.93662166595459,0.93662166595459,-1.06235694885254,0.244007766246796,0.824796438217163,0.41794940829277,-2.93464422225952,2023,1.0036609,"17 R",575476,2812142,"TPBB77",2024,"4.5","4.25","4.25","4.25","0","0",0
"434","TPBB77_4",0.0843475684523582,0.110241167247295,0.0216837786138058,0.00365676684305072,-0.916895747184753,-0.935788691043854,0.935788691043854,-1.0670850276947,0.239706590771675,0.805206537246704,0.406152844429016,-2.93401098251343,2023,0.8940706,"17 R",575464,2812137,"TPBB77",2024,"15.65","15.65","15.65","15.65","0","0",0
"435","TPBB77_5",0.0840788036584854,0.113872438669205,0.0232403371483088,0.00377329881303012,-0.914098858833313,-0.935853183269501,0.935853183269501,-1.08095622062683,0.196648851037025,0.7426997423172,0.391311228275299,-2.93793725967407,2023,1.3911884,"17 R",575448,2812134,"TPBB77",2024,"0.7","0.7","0.7","0.7","0","0",0
"436","TPBB78_1",0.102011024951935,0.127494558691978,0.0293587744235992,0.00455881934612989,-0.914444506168365,-0.930954873561859,0.930954873561859,-1.09677398204803,0.250978201627731,0.736067712306976,0.345020979642868,-2.1798996925354,2024,0.5642269,"17 R",577133,2811802,"TPBB78",2024,"6.55","2.3","1","1","0","0",1.3
"437","TPBB78_2",0.0972519442439079,0.119736365973949,0.0263694226741791,0.00304120150394738,-0.939353764057159,-0.950459957122803,0.950459957122803,-1.18978536128998,0.280430763959885,0.780172884464264,0.355431348085403,-2.16141891479492,2024,0.61375934,"17 R",577146,2811827,"TPBB78",2024,"2.3","1.9","1.2","1.2","0","0",0.7
"438","TPBB78_3",0.0975130200386047,0.123615652322769,0.0268462132662535,0.00479218503460288,-0.906315922737122,-0.925359904766083,0.925359904766083,-1.04559791088104,0.243889600038528,0.767521560192108,0.375102579593658,-2.22882580757141,2024,0.58858144,"17 R",577128,2811821,"TPBB78",2024,"25.2","13.2","12.2","12.2","0","0",1
"439","TPBB78_5",0.0975130200386047,0.123615652322769,0.0268462132662535,0.00479218503460288,-0.906315922737122,-0.925359904766083,0.925359904766083,-1.04559791088104,0.243889600038528,0.767521560192108,0.375102579593658,-2.22882580757141,2024,0.5776017,"17 R",577124,2811822,"TPBB78",2024,"13.62","5.12","3.92","3.5","0","0.42",1.2
"440","TPBB80_1",0.074219323694706,0.105408161878586,0.0279721263796091,0.00294008408673108,-0.923791944980621,-0.94572901725769,0.94572901725769,-1.21466767787933,0.166931763291359,0.459408402442932,0.187763884663582,-2.44239234924316,2023,0.671855,"17 R",573065,2811016,"TPBB80",2024,"19.9","19.9","18","18","0","0",1.9
"441","TPBB80_2",0.0686120092868805,0.0989070311188698,0.0260562002658844,0.00293933250941336,-0.917839884757996,-0.942279100418091,0.942279100418091,-1.19588422775269,0.166683837771416,0.441559553146362,0.172463670372963,-2.4076669216156,2023,0.66426605,"17 R",573069,2811046,"TPBB80",2024,"32.5","32.5","31.75","31.75","0","0",0.75
"442","TPBB80_3",0.0728881806135178,0.103590540587902,0.0264172647148371,0.00387544534169137,-0.899029135704041,-0.927875876426697,0.927875876426697,-1.11620020866394,0.170230463147163,0.490243494510651,0.209349527955055,-2.42403268814087,2023,0.6530371,"17 R",573081,2811029,"TPBB80",2024,"6.55","6.55","3.1","3.1","0","0",3.45
"443","TPBB80_4",0.0718169510364532,0.104628033936024,0.0261762421578169,0.00352385453879833,-0.906455636024475,-0.934835076332092,0.934835076332092,-1.14405620098114,0.143165752291679,0.483279705047607,0.225562036037445,-2.41949033737183,2023,0.72335297,"17 R",573065,2811031,"TPBB80",2024,"16.95","16.95","14.9","14.9","0","0",2.05
"444","TPBB80_5",0.0738164484500885,0.107354864478111,0.0289280526340008,0.00165366404689848,-0.956176996231079,-0.969659924507141,0.969659924507141,-1.33777916431427,0.13897792994976,0.425214052200317,0.183160543441772,-2.42248702049255,2023,0.70448273,"17 R",573052,2811037,"TPBB80",2024,"3.7","3.7","3.4","3.4","0","0",0.3
"445","TPBB81_1",0.0484248846769333,0.0665518864989281,0.0206994563341141,0.00284699117764831,-0.888945281505585,-0.917952835559845,0.917952835559845,-1.13727128505707,0.30560114979744,0.290023624897003,-0.0668718069791794,-2.06652140617371,2024,0.6759413,"17 R",572236,2807632,"TPBB81",2024,"0","0","0",NA,NA,NA,0
"446","TPBB81_2",0.0480196997523308,0.0685155838727951,0.0238120183348656,0.00319719640538096,-0.875150740146637,-0.910833299160004,0.910833299160004,-1.14487719535828,0.261427640914917,0.161764338612556,-0.133269309997559,-2.08674216270447,2024,0.6750725,"17 R",572224,2807654,"TPBB81",2024,"20.85","20.85","20.5","20.5","0","0",0.35
"447","TPBB81_3",0.0490964576601982,0.0694333016872406,0.0203401781618595,0.00308070937171578,-0.881913483142853,-0.915031313896179,0.915031313896179,-1.10538947582245,0.267235964536667,0.318777859210968,-0.0125532289966941,-2.0784969329834,2024,0.6875853,"17 R",572238,2807646,"TPBB81",2024,"40.5","40.5","39.25","39.25","0","0",1.25
"448","TPBB81_4",0.0474874377250671,0.067601814866066,0.0218983441591263,0.00284784380346537,-0.886845052242279,-0.91915237903595,0.91915237903595,-1.15475368499756,0.266797542572021,0.222300931811333,-0.0895938947796822,-2.0773766040802,2024,0.7096405,"17 R",572252,2807643,"TPBB81",2024,"56.25","56.25","55.25","55.25","0","0",1
