"","Point_code","blue","green","red","vnir","NDAVI","ind24","NDWI","WAVI","DII_blue_green","DII_blue_red","DII_green_red","depth","Year.x","Accuracy.m.","UTM.Zone","UTM.Easting","UTM.Northing","Site","Year.y","TOT","T_DR","TSG","Tt","Sf","Hw","TMA"
"39","BB10_L",0.0527314245700836,0.0673523396253586,0.0354654304683208,0.01056750677526,-0.666107892990112,-0.728759586811066,0.728759586811066,-0.811307907104492,0.37609189748764,-0.0854841843247414,-0.421909928321838,-1.44924437999725,2023,0.7516648,"17 R",582678,2857826,"BB10",2023,"86.2","86.2","8.4","0","3.2","5.2",77.8
"40","BB10_R",0.0541966967284679,0.0693021863698959,0.0373643673956394,0.0106851169839501,-0.670628309249878,-0.732829689979553,0.732829689979553,-0.832867980003357,0.368394166231155,-0.102703765034676,-0.428921341896057,-1.28500199317932,2023,0.7427651,"17 R",582694,2857852,"BB10",2023,"56.38","56.38","56","0","28","28",0.38
"41","BB10_S",0.0543364323675632,0.0663210600614548,0.0371318608522415,0.0106890145689249,-0.671235978603363,-0.722399592399597,0.722399592399597,-0.829434216022491,0.42505618929863,-0.0947879403829575,-0.468635857105255,-1.29161238670349,2023,0.7516648,"17 R",582694,2857825,"BB10",2023,"97.5","97.5","11.5","0","10","1.5",86
"42","BB13_C",0.0610414929687977,0.0768663138151169,0.0371644012629986,0.0064169242978096,-0.809751689434052,-0.845901191234589,0.845901191234589,-1.05827927589417,0.359898507595062,0.0208214707672596,-0.321672648191452,-1.6138653755188,2023,0.5181729,"17 R",583722,2836445,"BB13",2023,"100","100","100","100","0","0",0
"43","BB13_E",0.059047095477581,0.0759563595056534,0.0379945524036884,0.00571986474096775,-0.823370933532715,-0.859938085079193,0.859938085079193,-1.10746145248413,0.34132918715477,-0.0312987416982651,-0.348638355731964,-1.61036896705627,2023,0.5856304,"17 R",583709,2836455,"BB13",2023,"100","100","99.25","99.25","0","0",0.75
"44","BB13_L",0.0615711770951748,0.0771251395344734,0.0387068241834641,0.00653285626322031,-0.808150708675385,-0.843819916248322,0.843819916248322,-1.06678366661072,0.364403396844864,-0.00533164525404572,-0.346026986837387,-1.53278350830078,2023,0.5108124,"17 R",583718,2836433,"BB13",2023,"100","100","100","100","0","0",0
"45","BB13_R",0.0607770644128323,0.0764776393771172,0.0377582535147667,0.00641723722219467,-0.808994591236115,-0.845171689987183,0.845171689987183,-1.06419920921326,0.361793011426926,0.00291630672290921,-0.337546765804291,-1.5502073764801,2023,0.52859795,"17 R",583731,2836462,"BB13",2023,"100","100","98.75","98.75","0","0",1.25
"46","BB13_S",0.0623698756098747,0.0756991356611252,0.0395381301641464,0.00630089361220598,-0.816489815711975,-0.846319735050201,0.846319735050201,-1.08762907981873,0.400249063968658,-0.0106245409697294,-0.379172682762146,-1.62589263916016,2023,0.62084436,"17 R",583738,2836442,"BB13",2023,"100","100","97.25","97.25","0","0",2.75
"47","BB14_C",0.0574499443173409,0.0660610496997833,0.0275925099849701,0.00580899743363261,-0.816342234611511,-0.838347196578979,0.838347196578979,-0.978257298469543,0.485607415437698,0.214989125728607,-0.270183742046356,-5.65053176879883,2023,0.5348403,"17 R",581746,2836481,"BB14",2023,"100","100","100","100","0","0",0
"48","BB14_E",0.0561251379549503,0.069443516433239,0.0283072907477617,0.00546169653534889,-0.822634279727936,-0.854170441627502,0.854170441627502,-1.01478886604309,0.400851935148239,0.169776573777199,-0.237680613994598,-5.59142780303955,2023,0.5340505,"17 R",581760,2836482,"BB14",2023,"100","100","100","100","0","0",0
"49","BB14_L",0.0570518858730793,0.0680117830634117,0.0273554027080536,0.00546110328286886,-0.825281023979187,-0.85134369134903,0.85134369134903,-1.00076007843018,0.442856013774872,0.215420424938202,-0.235199898481369,-5.70530843734741,2023,0.51546395,"17 R",581746,2836495,"BB14",2023,"100","100","98","98","0","0",2
"50","BB14_S",0.0562513992190361,0.0676197484135628,0.0296111777424812,0.00511097023263574,-0.833416819572449,-0.859454989433289,0.859454989433289,-1.0584112405777,0.435836970806122,0.133493274450302,-0.294987201690674,-4.72002935409546,2023,0.5176543,"17 R",581730,2836475,"BB14",2023,"100","100","98","98","0","0",2
"51","BB16_C",0.0586247853934765,0.0706758126616478,0.0306102521717548,0.00502928718924522,-0.841980636119843,-0.867134809494019,0.867134809494019,-1.07665383815765,0.422788292169571,0.146428063511848,-0.273400574922562,-2.99424576759338,2023,0.5903736,"17 R",582727,2838278,"BB16",2023,"100","100","100","100","0","0",0
"52","BB16_E",0.0611463934183121,0.0747001320123672,0.031322717666626,0.00421628123149276,-0.870988130569458,-0.893145620822906,0.893145620822906,-1.14408552646637,0.396779537200928,0.168854892253876,-0.233704209327698,-2.75943279266357,2023,0.58897954,"17 R",582728,2838263,"BB16",2023,"100","100","100","100","0","0",0
"53","BB16_L",0.0628730282187462,0.0735336020588875,0.0304921586066484,0.00526177231222391,-0.845548152923584,-0.866444647312164,0.866444647312164,-1.05850124359131,0.443987250328064,0.219695091247559,-0.231126934289932,-3.01191091537476,2023,0.59972084,"17 R",582742,2838279,"BB16",2023,"99.75","99.75","99.75","99.75","0","0",0
"54","BB16_R",0.0584906898438931,0.0708049312233925,0.0329846814274788,0.00468079000711441,-0.851806879043579,-0.875982105731964,0.875982105731964,-1.12718188762665,0.418253064155579,0.0802167505025864,-0.322494506835938,-2.97427344322205,2023,0.534133,"17 R",582711,2838277,"BB16",2023,"100","100","99.5","99.5","0","0",0.5
"55","BB16_S",0.0572966560721397,0.0709354057908058,0.0328664034605026,0.00572620891034603,-0.818281531333923,-0.850610792636871,0.850610792636871,-1.05487263202667,0.395363032817841,0.0626650303602219,-0.318205058574677,-3.13571119308472,2023,0.6307865,"17 R",582728,2838294,"BB16",2023,"100","100","100","100","0","0",0
"56","BB17_C",0.0532284118235111,0.0658974200487137,0.031696829944849,0.00562090519815683,-0.808972954750061,-0.842812180519104,0.842812180519104,-1.04813134670258,0.412336409091949,0.0200175978243351,-0.367179125547409,-2.85208487510681,2023,0.4817654,"17 R",583167,2838866,"BB17",2023,"100","100","100","100","0","0",0
"57","BB17_E",0.0578776560723782,0.0707041248679161,0.0367999337613583,0.00608512526378036,-0.809729158878326,-0.841511011123657,0.841511011123657,-1.07431852817535,0.409469455480576,-0.0239686463028193,-0.398519337177277,-1.85759568214417,2023,0.50213474,"17 R",583155,2838856,"BB17",2023,"100","100","100","100","0","0",0
"58","BB17_L",0.057747557759285,0.0734318569302559,0.0382241457700729,0.00689807254821062,-0.786588132381439,-0.828256487846375,0.828256487846375,-1.04137408733368,0.360654264688492,-0.0587077736854553,-0.386545658111572,-2.6160032749176,2023,0.5073055,"17 R",583175,2838852,"BB17",2023,"100","100","100","100","0","0",0
"59","BB17_R",0.0557522736489773,0.0678461715579033,0.0316965505480766,0.0064336284995079,-0.793084025382996,-0.826773107051849,0.826773107051849,-0.993816018104553,0.422812104225159,0.066351018846035,-0.338029444217682,-3.08058166503906,2023,0.5006046,"17 R",583159,2838880,"BB17",2023,"100","100","100","100","0","0",0
"60","BB17_S",0.0548261255025864,0.067328616976738,0.0318162813782692,0.0049245529808104,-0.835163295269012,-0.863686203956604,0.863686203956604,-1.09789538383484,0.415480494499207,0.0463737435638905,-0.348256766796112,-3.97959542274475,2023,0.48842365,"17 R",583180,2838877,"BB17",2023,"100","100","100","95.75","4.25","0",0
"61","BB18_C",0.0646699443459511,0.075654424726963,0.031011950224638,0.00657521933317184,-0.815419912338257,-0.840076684951782,0.840076684951782,-0.97520238161087,0.437189996242523,0.233411893248558,-0.214214161038399,-3.85564303398132,2023,0.49038953,"17 R",583279,2839615,"BB18",2023,"100","100","100","100","0","0",0
"62","BB18_E",0.0649334937334061,0.0769501700997353,0.0308929141610861,0.00657510012388229,-0.816103219985962,-0.842560231685638,0.842560231685638,-0.973542928695679,0.42036697268486,0.240769416093826,-0.194610834121704,-3.72618222236633,2023,0.48856652,"17 R",583265,2839619,"BB18",2023,"100","100","100","91.5","8.5","0",0
"63","BB18_L",0.0648019015789032,0.0786354839801788,0.0294678155332804,0.00552976364269853,-0.842751801013947,-0.868597447872162,0.868597447872162,-1.02598750591278,0.391687870025635,0.279149800539017,-0.140756398439407,-3.62513375282288,2023,0.49221256,"17 R",583276,2839600,"BB18",2023,"100","100","100","98","2","0",0
"64","BB18_R",0.0659957230091095,0.0807095840573311,0.0308939777314663,0.00645966175943613,-0.821692705154419,-0.851790368556976,0.851790368556976,-0.981202244758606,0.377917587757111,0.256966322660446,-0.146935045719147,-4.21693897247314,2023,0.48564968,"17 R",583284,2839630,"BB18",2023,"100","100","100","91.25","8.75","0",0
"65","BB18_S",0.0652021244168282,0.0805804952979088,0.0314870178699493,0.00750357983633876,-0.793590366840363,-0.829626858234406,0.829626858234406,-0.922662377357483,0.367788761854172,0.2285997569561,-0.161495223641396,-3.93062376976013,2023,0.49378014,"17 R",583295,2839609,"BB18",2023,"100","100","100","99","1","0",0
"66","BB22_C",0.0315473414957523,0.0433052890002728,0.0216595064848661,0.0150249106809497,-0.354769855737686,-0.484832525253296,0.484832525253296,-0.271283954381943,0.405667334794998,-0.177291810512543,-0.527479410171509,-1.47712242603302,2023,0.75477517,"17 R",578175,2846507,"BB22",2023,"95.5","95.5","65","36.5","28.5","0",30.5
"67","BB22_E",0.0288653820753098,0.0384629480540752,0.0201114695519209,0.0160692986100912,-0.284770756959915,-0.410649687051773,0.410649687051773,-0.167582303285599,0.462687760591507,-0.202690839767456,-0.59551727771759,-1.44863677024841,2023,0.8001396,"17 R",578178,2846520,"BB22",2023,"92.4","92.4","83.7","62.5","21.2","0",8.7
"68","BB22_L",0.0319423414766788,0.0456539504230022,0.0257006753236055,0.0124673089012504,-0.438531547784805,-0.570989727973938,0.570989727973938,-0.520070672035217,0.353141307830811,-0.311220765113831,-0.591262757778168,-1.44788908958435,2023,0.7404109,"17 R",578163,2846508,"BB22",2023,"100","100","100","0","100","0",0
"69","BB22_R",0.0331559106707573,0.0486649572849274,0.0264190882444382,0.0131676243618131,-0.431493103504181,-0.574087858200073,0.574087858200073,-0.502117872238159,0.311863332986832,-0.29752105474472,-0.546184301376343,-1.48218774795532,2023,0.72158045,"17 R",578177,2846491,"BB22",2023,"76.2","76.2","66","59","7","0",10.2
"70","BB22_S",0.0319423414766788,0.0456539504230022,0.0257006753236055,0.0124673089012504,-0.438531547784805,-0.570989727973938,0.570989727973938,-0.520070672035217,0.353141307830811,-0.311220765113831,-0.591262757778168,-1.44788908958435,2023,0.7057778,"17 R",578160,2846503,"BB22",2023,"51.7","51.7","39.7","13.5","0.2","26",12
"71","BB23_C",0.0267079919576645,0.0373756587505341,0.0213501751422882,0.0121388463303447,-0.375040709972382,-0.509685218334198,0.509685218334198,-0.412582755088806,0.420282125473022,-0.331510722637177,-0.664930462837219,-1.22084856033325,2023,0.9636619,"17 R",575493,2844163,"BB23",2023,"78.3","78.3","77","0","77","0",1.3
"72","BB23_E",0.0242656823247671,0.0293156262487173,0.0177521277219057,0.0138880433514714,-0.271995425224304,-0.357089638710022,0.357089638710022,-0.183188855648041,0.6231769323349,-0.269503206014633,-0.782041907310486,-1.23841714859009,2023,0.7367048,"17 R",575481,2844175,"BB23",2023,"100","100","100","0","100","0",0
"73","BB23_L",0.0219614487141371,0.0331465303897858,0.0194291174411774,0.0128365606069565,-0.262224435806274,-0.441683441400528,0.441683441400528,-0.306481570005417,0.372322469949722,-0.446511715650558,-0.720748484134674,-1.20895659923553,2023,0.9140688,"17 R",575481,2844151,"BB23",2023,"100","100","64.3","0","64.3","0",35.7
"74","BB23_R",0.0272557605057955,0.0356647931039333,0.0225519388914108,0.0123752187937498,-0.375477522611618,-0.484795361757278,0.484795361757278,-0.437054753303528,0.498222172260284,-0.358062952756882,-0.74910980463028,-1.23836004734039,2023,0.81407857,"17 R",575503,2844173,"BB23",2023,"100","100","99.7","0","99.7","0",0.3
"75","BB23_S",0.0240059364587069,0.0346078388392925,0.0224312655627728,0.0140089606866241,-0.262975215911865,-0.423698782920837,0.423698782920837,-0.346689879894257,0.408265084028244,-0.480436116456985,-0.775536775588989,-1.20888328552246,2023,0.6950376,"17 R",575504,2844151,"BB23",2023,"100","100","99","0","99","0",1
"76","BB24_C",0.0335564240813255,0.0456564798951149,0.0207664035260677,0.0256908908486366,-0.132757633924484,-0.279836356639862,0.279836356639862,0.15900045633316,0.402369022369385,-0.0795246735215187,-0.445908963680267,NA,2023,0.55838954,"17 R",583470,2843232,"BB24",2023,"43.75","43.75","43.65","15.95","0","27.7",0.1
"77","BB24_E",0.0328921601176262,0.0431861951947212,0.0195824857801199,0.0318139940500259,-0.0166624970734119,-0.151628971099854,0.151628971099854,0.356975078582764,0.450799971818924,-0.04929343983531,-0.461524665355682,NA,2023,0.5381793,"17 R",583477,2843246,"BB24",2023,"69.25","69.25","69.25","0","69.25","0",0
"78","BB24_L",0.0394045412540436,0.0498130060732365,0.0187496431171894,0.0182920303195715,-0.365923136472702,-0.46282884478569,0.46282884478569,-0.0185309983789921,0.455840855836868,0.168538972735405,-0.289147675037384,NA,2023,0.53106934,"17 R",583456,2843240,"BB24",2023,"10.75","10.75","10.75","0","10.75","0",0
"79","BB24_R",0.0312932282686234,0.041363500058651,0.0194626823067665,0.0478539429605007,0.2092394977808,0.0727485865354538,-0.0727485865354538,0.632635533809662,0.45401257276535,-0.0938754230737686,-0.500464081764221,NA,2023,0.5338041,"17 R",583482,2843224,"BB24",2023,"58.75","58.75","58.75","0","58.75","0",0
"80","BB24_S",0.0363458730280399,0.0485129058361053,0.0185112748295069,0.0180597491562366,-0.33610725402832,-0.457442432641983,0.457442432641983,-0.0185198131948709,0.407572448253632,0.0986858904361725,-0.306873381137848,NA,2023,0.5327104,"17 R",583462,2843218,"BB24",2023,"48.25","48.25","48.25","27.75","20.5","0",0
"81","BB25_C",0.0419148840010166,0.0568694844841957,0.0305543132126331,0.00740304635837674,-0.69978278875351,-0.769635736942291,0.769635736942291,-0.914892435073853,0.354631245136261,-0.187523484230042,-0.489498406648636,NA,2023,0.7150982,"17 R",582492,2843755,"BB25",2023,"100","100","100","100","0","0",0
"82","BB25_E",0.0411167405545712,0.0562199428677559,0.0304349698126316,0.00740213552489877,-0.694876074790955,-0.767309248447418,0.767309248447418,-0.913105010986328,0.349536389112473,-0.20340059697628,-0.49831834435463,NA,2023,0.6336742,"17 R",582493,2843742,"BB25",2023,"100","100","100","13","87","0",0
"83","BB25_L",0.0408547185361385,0.0567411594092846,0.0291353147476912,0.00740369223058224,-0.693164706230164,-0.769157111644745,0.769157111644745,-0.892126977443695,0.331791430711746,-0.172453597187996,-0.459345310926437,NA,2023,0.7643496,"17 R",582507,2843752,"BB25",2023,"100","100","100","100","0","0",0
"84","BB25_R",0.0424414947628975,0.0546610914170742,0.0288957469165325,0.007286018691957,-0.706962287425995,-0.764766454696655,0.764766454696655,-0.8958820104599,0.41583776473999,-0.127284958958626,-0.491065561771393,NA,2023,0.66997135,"17 R",582476,2843759,"BB25",2023,"100","100","98.75","91.5","7.25","0",1.25
"85","BB25_S",0.0419162288308144,0.0544053241610527,0.0298454016447067,0.00740395952016115,-0.699759483337402,-0.760425627231598,0.760425627231598,-0.903697729110718,0.4091537296772,-0.167405813932419,-0.517795264720917,NA,2023,0.61876005,"17 R",582493,2843761,"BB25",2023,"100","100","100","82","18","0",0
"86","BB26_C",0.030943414196372,0.0398619510233402,0.0248195640742779,0.02147644944489,-0.180598810315132,-0.299738854169846,0.299738854169846,-0.108317576348782,0.488256633281708,-0.31314492225647,-0.703153908252716,NA,2023,0.30122748,"17 R",584371,2844836,"BB26",2023,"97.25","97.25","97.25","88.75","8.5","0",0
"87","BB26_E",0.0330622382462025,0.0397279337048531,0.0261161979287863,0.0208975896239281,-0.225438982248306,-0.310600936412811,0.310600936412811,-0.166502490639687,0.558630883693695,-0.290484130382538,-0.741229712963104,NA,2023,0.3005204,"17 R",584358,2844826,"BB26",2023,"99.75","99.75","99.75","96.75","3","0",0
"88","BB26_L",0.0240265224128962,0.0338829718530178,0.0190260969102383,0.0294340420514345,0.101149693131447,-0.0702643617987633,0.0702643617987633,0.322159975767136,0.435160934925079,-0.338707238435745,-0.684487283229828,NA,2023,0.30193457,"17 R",584379,2844825,"BB26",2023,"100","100","100","100","0","0",0
"89","BB26_R",0.0353237055242062,0.048684049397707,0.0291902273893356,0.0161679908633232,-0.372015595436096,-0.501388370990753,0.501388370990753,-0.430646419525146,0.374714106321335,-0.319532752037048,-0.613777101039886,NA,2023,0.3019346,"17 R",584360,2844849,"BB26",2023,"100","100","100","14.75","85.25","0",0
"90","BB26_S",0.0322754308581352,0.0411630608141422,0.0281292926520109,0.0207855310291052,-0.21654149889946,-0.328942596912384,0.328942596912384,-0.225200489163399,0.49089252948761,-0.378103822469711,-0.756353735923767,NA,2023,0.30122748,"17 R",584384,2844845,"BB26",2023,"100","100","100","2","98","0",0
"91","BB28_C",0.0479643568396568,0.0729670375585556,0.0479140132665634,0.0119769526645541,-0.600377321243286,-0.718003511428833,0.718003511428833,-0.900062143802643,0.182842701673508,-0.437648326158524,-0.54689085483551,-0.954537034034729,2023,0.51160496,"17 R",569617,2808367,"BB28",2023,"48","48","41.25","41.25","0","0",6.75
"92","BB28_CE",0.0459480695426464,0.0699557960033417,0.0445723831653595,0.00894043128937483,-0.674233019351959,-0.773362278938293,0.773362278938293,-0.998787462711334,0.191738784313202,-0.418739378452301,-0.53976172208786,-1.00527572631836,2023,0.59662396,"17 R",569625,2808365,"BB28",2023,"36.9","36.9","24.9","24.9","0","0",12
"93","BB28_CL",0.0490382388234138,0.0758453011512756,0.0485100634396076,0.0110422857105732,-0.632417142391205,-0.745825946331024,0.745825946331024,-0.943735480308533,0.157394140958786,-0.426084280014038,-0.516629338264465,-0.960077881813049,2023,0.45419574,"17 R",569609,2808374,"BB28",2023,"44.05","44.05","32.8","32.8","0","0",11.25
"94","BB28_CR",0.0454081781208515,0.070609912276268,0.0474366508424282,0.0130279324948788,-0.554113626480103,-0.688467979431152,0.688467979431152,-0.853608429431915,0.168470486998558,-0.483847141265869,-0.572903573513031,-0.92957592010498,2023,0.501318,"17 R",569615,2808360,"BB28",2023,"50.45","50.45","40.25","40.25","0","0",10.2
"95","BB28_CS",0.0479643568396568,0.0729670375585556,0.0479140132665634,0.0119769526645541,-0.600377321243286,-0.718003511428833,0.718003511428833,-0.900062143802643,0.182842701673508,-0.437648326158524,-0.54689085483551,-0.954537034034729,2023,0.454755,"17 R",569615,2808363,"BB28",2023,"43","43","22.5","22.5","0","0",20.5
"96","BB28_E",0.0460843667387962,0.0693016797304153,0.0425429344177246,0.00929127354174852,-0.664427399635315,-0.763559639453888,0.763559639453888,-0.962250471115112,0.206256970763206,-0.375905305147171,-0.517394363880157,-1.04993212223053,2023,0.48896298,"17 R",569631,2808363,"BB28",2023,"29.5","29.5","24","24","0","0",5.5
"97","BB28_L",0.0415037088096142,0.0651055723428726,0.0369265228509903,0.00894053280353546,-0.645528137683868,-0.758514404296875,0.758514404296875,-0.915231764316559,0.178397968411446,-0.359455466270447,-0.483353644609451,-1.05872011184692,2023,0.63662225,"17 R",569622,2808381,"BB28",2023,"72.7","72.7","59.5","59.5","0","0",13.2
"98","BB28_R",0.0454081781208515,0.070609912276268,0.0474366508424282,0.0130279324948788,-0.554113626480103,-0.688467979431152,0.688467979431152,-0.853608429431915,0.168470486998558,-0.483847141265869,-0.572903573513031,-0.92957592010498,2023,0.48282537,"17 R",569613,2808353,"BB28",2023,"71.5","71.5","62","62","0","0",9.5
"99","BB28_S",0.0490382388234138,0.0758453011512756,0.0485100634396076,0.0110422857105732,-0.632417142391205,-0.745825946331024,0.745825946331024,-0.943735480308533,0.157394140958786,-0.426084280014038,-0.516629338264465,-0.960077881813049,2023,0.4553104,"17 R",569602,2808371,"BB28",2023,"21.25","21.25","17.75","17.75","0","0",3.5
"109","BB30_C",0.0399858988821507,0.0591767579317093,0.0348713621497154,0.00845321081578732,-0.650975823402405,-0.75001585483551,0.75001585483551,-0.914659380912781,0.258595317602158,-0.347715437412262,-0.539805233478546,-0.514894723892212,2023,0.5936895,"17 R",570135,2810233,"BB30",2023,"100","100","34.25","34.25","0","0",65.75
"110","BB30_CE",0.0522380210459232,0.0733432024717331,0.0468216389417648,0.00880437903106213,-0.711532354354858,-0.785644829273224,0.785644829273224,-1.02516579627991,0.261869817972183,-0.332563281059265,-0.526030004024506,-0.458131790161133,2023,0.8853388,"17 R",570140,2810227,"BB30",2023,"100","100","44","44","0","0",56
"111","BB30_CL",0.0424143373966217,0.0699368715286255,0.0364266596734524,0.0075187492184341,-0.698846995830536,-0.805856585502625,0.805856585502625,-0.986721158027649,0.112046219408512,-0.326090514659882,-0.402481526136398,-0.507293283939362,2023,0.5644739,"17 R",570141,2810238,"BB30",2023,"100","100","53.75","53.75","0","0",46.25
"112","BB30_CR",0.033910159021616,0.0516816973686218,0.0300850886851549,0.00856991205364466,-0.596520841121674,-0.715529203414917,0.715529203414917,-0.834892392158508,0.260372132062912,-0.386208176612854,-0.574605405330658,-0.482158899307251,2023,0.56245804,"17 R",570129,2810228,"BB30",2023,"100.3","100.3","59.3","59.3","0","0",41
"113","BB30_CS",0.0399858988821507,0.0591767579317093,0.0348713621497154,0.00845321081578732,-0.650975823402405,-0.75001585483551,0.75001585483551,-0.914659380912781,0.258595317602158,-0.347715437412262,-0.539805233478546,-0.514894723892212,2023,0.7442675,"17 R",570130,2810239,"BB30",2023,"100","100","72.45","72.45","0","0",27.55
"114","BB30_E",0.0522380210459232,0.0733432024717331,0.0468216389417648,0.00880437903106213,-0.711532354354858,-0.785644829273224,0.785644829273224,-1.02516579627991,0.261869817972183,-0.332563281059265,-0.526030004024506,-0.458131790161133,2023,0.5394378,"17 R",570145,2810223,"BB30",2023,"9.6","9.6","0","0","0","0",9.6
"115","BB30_L",0.0511616170406342,0.0801463797688484,0.0425218343734741,0.00670044589787722,-0.768399357795715,-0.845695078372955,0.845695078372955,-1.0916211605072,0.131931290030479,-0.270965039730072,-0.371670663356781,-0.577079474925995,2023,0.55366266,"17 R",570147,2810243,"BB30",2023,"68.5","68.5","23.25","23.25","0","0",45.25
"116","BB30_R",0.033910159021616,0.0516816973686218,0.0300850886851549,0.00856991205364466,-0.596520841121674,-0.715529203414917,0.715529203414917,-0.834892392158508,0.260372132062912,-0.386208176612854,-0.574605405330658,-0.482158899307251,2023,0.61991394,"17 R",570123,2810224,"BB30",2023,"99.5","99.5","58","58","0","0",41.5
"117","BB30_S",0.0379597842693329,0.0572042912244797,0.0293662156909704,0.00681653618812561,-0.695529401302338,-0.787052571773529,0.787052571773529,-0.934824407100677,0.248296707868576,-0.252702742815018,-0.456596523523331,-0.594645857810974,2023,0.5758333,"17 R",570124,2810244,"BB30",2023,"100","100","97","97","0","0",3
"118","BB31_C",0.0414001494646072,0.04863141477108,0.0233474895358086,0.00412118574604392,-0.81893390417099,-0.843754231929779,0.843754231929779,-1.04990339279175,0.534774959087372,0.0302938893437386,-0.462633162736893,-1.50155913829803,2023,0.38837805,"17 R",571069,2813995,"BB31",2023,"97.19","97.19","97.19","97.19","0","0",0
"119","BB31_CE",0.0411286540329456,0.0500810742378235,0.0233465898782015,0.00388639303855598,-0.827329158782959,-0.855972766876221,0.855972766876221,-1.07187283039093,0.492062717676163,0.0237474255263805,-0.433233439922333,-1.43602585792542,2023,0.3894277,"17 R",571066,2814002,"BB31",2023,"100","99.75","99.75","99.75","0","0",0
"120","BB31_CS",0.0466667152941227,0.0546970516443253,0.0270680505782366,0.00482495268806815,-0.81259286403656,-0.837876677513123,0.837876677513123,-1.04614317417145,0.509933412075043,0.0235257111489773,-0.44587367773056,-1.58658409118652,2023,0.3988751,"17 R",571073,2813988,"BB31",2023,"100.75","99.75","99.65","99.65","0","0",0.1
"121","BB31_E",0.0411286540329456,0.0500810742378235,0.0233465898782015,0.00388639303855598,-0.827329158782959,-0.855972766876221,0.855972766876221,-1.07187283039093,0.492062717676163,0.0237474255263805,-0.433233439922333,-1.43602585792542,2023,0.3894279,"17 R",571063,2814009,"BB31",2023,"99.75","99.75","99.75","99.75","0","0",0
